stem,mode,flights,assigned,unassigned,cost,obj,gap_%,status,cpu_s
DataCplex_density=0.5_p=10_h=15_test_0,heuristic,140,140,0,1474618.0,1474618.0,,heuristic,2.49
DataCplex_density=0.5_p=10_h=15_test_0,milp,140,140,0,1132028.0,1132028.0,,optimal,15.97
DataCplex_density=0.5_p=10_h=21_test_0,heuristic,109,109,0,1226875.0,1226875.0,,heuristic,2.85
DataCplex_density=0.5_p=10_h=21_test_0,milp,109,109,0,880853.0,880853.0,,optimal,23.34
DataCplex_density=0.5_p=10_h=7_test_0,heuristic,102,102,0,980919.0,980919.0,,heuristic,5.74
DataCplex_density=0.5_p=10_h=7_test_0,milp,102,102,0,827858.0,827858.0,0.0073,optimal,12.98
