AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FLIGHT,F19,C,B,1867.0,60.0,900.0,1800.0,21.703,24.703
0,FERRY,FERRY,B,D,1927.0,60.0,,,,
0,FLIGHT,F26,D,K,2066.0,118.0,840.0,1740.0,21.565,24.565
0,FLIGHT,F64,K,I,4877.0,66.0,722.0,1622.0,19.613,22.613
0,FLIGHT,F70,I,K,5095.0,137.0,656.0,1556.0,19.462,22.462
0,FERRY,FERRY,K,C,5232.0,60.0,,,,
0,FLIGHT,F95,C,J,6869.0,75.0,519.0,1419.0,18.23,21.23
0,FLIGHT,F117,J,F,8346.0,130.0,444.0,1344.0,17.204,20.204
0,FLIGHT,F138,F,K,9379.0,170.0,314.0,1214.0,16.487,19.487
0,FLIGHT,F142,K,G,9745.0,83.0,144.0,1044.0,16.233,19.233
0,MAINT,A,G,G,9828.0,90.0,,,,
0,FLIGHT,F153,G,I,10819.0,117.0,900.0,961.0,15.487,18.487
0,FLIGHT,F157,I,B,11014.0,174.0,783.0,844.0,15.351,18.351
0,FLIGHT,F175,B,G,12447.0,142.0,609.0,670.0,14.356,17.356
0,FLIGHT,F179,G,B,12691.0,174.0,467.0,528.0,14.187,17.187
0,FLIGHT,F203,B,J,15126.0,88.0,293.0,354.0,12.496,15.496
0,FERRY,FERRY,J,F,15214.0,60.0,,,,
0,FLIGHT,F208,F,A,15507.0,68.0,205.0,266.0,12.231,15.231
0,MAINT,A,A,A,15575.0,90.0,,,,
0,FLIGHT,F222,A,E,16698.0,164.0,900.0,198.0,11.404,14.404
0,MAINT,B,E,E,16862.0,180.0,,,,
0,FLIGHT,F248,E,I,18352.0,60.0,900.0,1800.0,10.256,13.256
0,FLIGHT,F259,I,C,19327.0,151.0,840.0,1740.0,9.578,12.578
0,FERRY,FERRY,C,I,19478.0,60.0,,,,
0,FLIGHT,F267,I,K,19668.0,123.0,689.0,1589.0,9.342,12.342
0,FLIGHT,F305,K,L,22253.0,154.0,566.0,1466.0,7.547,10.547
0,FLIGHT,F326,L,B,23843.0,82.0,412.0,1312.0,6.442,9.442
0,FERRY,FERRY,B,I,23925.0,60.0,,,,
0,FLIGHT,F345,I,C,25063.0,170.0,330.0,1230.0,5.595,8.595
0,FLIGHT,F363,C,H,26549.0,138.0,160.0,1060.0,4.563,7.563
0,MAINT,A,H,H,26687.0,90.0,,,,
0,FLIGHT,F393,H,K,28331.0,71.0,900.0,922.0,3.326,6.326
0,FERRY,FERRY,K,D,28402.0,60.0,,,,
0,FLIGHT,F398,D,B,28497.0,167.0,829.0,851.0,3.21,6.21
1,FLIGHT,F3,J,K,485.0,78.0,900.0,1800.0,22.663,25.663
1,FLIGHT,F6,K,L,619.0,170.0,822.0,1722.0,22.57,25.57
1,FLIGHT,F40,L,F,3346.0,124.0,652.0,1552.0,20.676,23.676
1,FERRY,FERRY,F,E,3470.0,60.0,,,,
1,FLIGHT,F56,E,B,4021.0,159.0,528.0,1428.0,20.208,23.208
1,FLIGHT,F103,B,F,7615.0,156.0,369.0,1269.0,17.712,20.712
1,FERRY,FERRY,F,D,7771.0,60.0,,,,
1,FLIGHT,F114,D,A,8068.0,98.0,213.0,1113.0,17.397,20.397
1,FLIGHT,F152,A,J,10761.0,88.0,115.0,1015.0,15.527,18.527
1,FERRY,FERRY,J,C,10849.0,60.0,,,,
1,MAINT,A,C,C,10909.0,90.0,,,,
1,FLIGHT,F170,C,B,12235.0,128.0,900.0,927.0,14.503,17.503
1,FLIGHT,F214,B,C,15579.0,72.0,772.0,799.0,12.181,15.181
1,FERRY,FERRY,C,L,15651.0,60.0,,,,
1,FLIGHT,F220,L,E,16655.0,140.0,700.0,727.0,11.434,14.434
1,FLIGHT,F252,E,F,19087.0,127.0,560.0,587.0,9.745,12.745
1,FLIGHT,F256,F,B,19261.0,114.0,433.0,460.0,9.624,12.624
1,FLIGHT,F293,B,E,21196.0,172.0,319.0,346.0,8.281,11.281
1,FERRY,FERRY,E,G,21368.0,60.0,,,,
1,FLIGHT,F303,G,F,22057.0,126.0,147.0,174.0,7.683,10.683
1,MAINT,B,F,F,22183.0,180.0,,,,
1,FLIGHT,F323,F,C,23753.0,78.0,900.0,1800.0,6.505,9.505
1,FLIGHT,F333,C,K,24220.0,159.0,822.0,1722.0,6.181,9.181
1,FLIGHT,F353,K,A,25388.0,116.0,663.0,1563.0,5.369,8.369
1,FLIGHT,F369,A,J,26716.0,74.0,547.0,1447.0,4.447,7.447
1,FERRY,FERRY,J,C,26790.0,60.0,,,,
1,FLIGHT,F381,C,E,27837.0,179.0,473.0,1373.0,3.669,6.669
2,FERRY,FERRY,F,K,0.0,60.0,,,,
2,FLIGHT,F20,K,I,1868.0,104.0,900.0,1800.0,21.703,24.703
2,FERRY,FERRY,I,K,1972.0,60.0,,,,
2,FLIGHT,F65,K,I,4904.0,137.0,796.0,1696.0,19.594,22.594
2,FLIGHT,F112,I,C,8037.0,135.0,659.0,1559.0,17.419,20.419
2,FERRY,FERRY,C,K,8172.0,60.0,,,,
2,FLIGHT,F129,K,G,9212.0,123.0,524.0,1424.0,16.603,19.603
2,FLIGHT,F169,G,F,12093.0,71.0,401.0,1301.0,14.602,17.602
2,FLIGHT,F176,F,C,12586.0,130.0,330.0,1230.0,14.26,17.26
2,FLIGHT,F188,C,J,13836.0,81.0,200.0,1100.0,13.392,16.392
2,FLIGHT,F198,J,L,14987.0,79.0,119.0,1019.0,12.592,15.592
2,FERRY,FERRY,L,F,15066.0,60.0,,,,
2,MAINT,A,F,F,15126.0,90.0,,,,
2,FLIGHT,F212,F,I,15574.0,125.0,900.0,940.0,12.185,15.185
2,FLIGHT,F227,I,E,16915.0,76.0,775.0,815.0,11.253,14.253
2,FLIGHT,F251,E,A,18455.0,117.0,699.0,739.0,10.184,13.184
2,FLIGHT,F254,A,B,19244.0,166.0,582.0,622.0,9.636,12.636
2,FLIGHT,F280,B,E,20585.0,99.0,416.0,456.0,8.705,11.705
2,FLIGHT,F289,E,F,20929.0,147.0,317.0,357.0,8.466,11.466
2,FLIGHT,F297,F,H,21290.0,146.0,170.0,210.0,8.215,11.215
2,MAINT,B,H,H,21436.0,180.0,,,,
2,FLIGHT,F304,H,B,22133.0,128.0,900.0,1800.0,7.63,10.63
2,FERRY,FERRY,B,K,22261.0,60.0,,,,
2,FLIGHT,F319,K,A,23589.0,77.0,772.0,1672.0,6.619,9.619
2,FERRY,FERRY,A,F,23666.0,60.0,,,,
2,FLIGHT,F365,F,A,26617.0,137.0,695.0,1595.0,4.516,7.516
2,FLIGHT,F403,A,F,29223.0,126.0,558.0,1458.0,2.706,5.706
2,FERRY,FERRY,F,G,29349.0,60.0,,,,
2,FLIGHT,F415,G,A,29850.0,111.0,432.0,1332.0,2.271,5.271
3,FLIGHT,F5,K,C,559.0,112.0,900.0,1800.0,22.612,25.612
3,FLIGHT,F33,C,A,2501.0,116.0,788.0,1688.0,21.263,24.263
3,FLIGHT,F42,A,B,3480.0,76.0,672.0,1572.0,20.583,23.583
3,FERRY,FERRY,B,L,3556.0,60.0,,,,
3,FLIGHT,F55,L,F,3991.0,149.0,596.0,1496.0,20.228,23.228
3,FLIGHT,F86,F,A,6434.0,135.0,447.0,1347.0,18.532,21.532
3,FLIGHT,F98,A,B,6932.0,114.0,312.0,1212.0,18.186,21.186
3,FERRY,FERRY,B,D,7046.0,60.0,,,,
3,FLIGHT,F118,D,G,8361.0,71.0,198.0,1098.0,17.194,20.194
3,FLIGHT,F137,G,A,9349.0,61.0,127.0,1027.0,16.508,19.508
3,MAINT,A,A,A,9410.0,90.0,,,,
3,FLIGHT,F156,A,K,10978.0,93.0,900.0,966.0,15.376,18.376
3,FERRY,FERRY,K,C,11071.0,60.0,,,,
3,FLIGHT,F172,C,H,12347.0,64.0,807.0,873.0,14.426,17.426
3,FLIGHT,F191,H,K,13944.0,161.0,743.0,809.0,13.317,16.317
3,FLIGHT,F205,K,H,15205.0,117.0,582.0,648.0,12.441,15.441
3,FLIGHT,F229,H,G,16962.0,140.0,465.0,531.0,11.221,14.221
3,FERRY,FERRY,G,A,17102.0,60.0,,,,
3,FLIGHT,F250,A,G,18455.0,125.0,325.0,391.0,10.184,13.184
3,FLIGHT,F296,G,K,21271.0,68.0,200.0,266.0,8.228,11.228
3,FLIGHT,F302,K,L,22023.0,85.0,132.0,198.0,7.706,10.706
3,FERRY,FERRY,L,C,22108.0,60.0,,,,
3,MAINT,A,C,C,22168.0,90.0,,,,
3,FLIGHT,F312,C,D,22692.0,80.0,900.0,113.0,7.242,10.242
3,MAINT,B,D,D,22772.0,180.0,,,,
3,FLIGHT,F347,D,B,25151.0,101.0,900.0,1800.0,5.534,8.534
3,FLIGHT,F362,B,G,26517.0,144.0,799.0,1699.0,4.585,7.585
3,FERRY,FERRY,G,C,26661.0,60.0,,,,
3,FLIGHT,F379,C,B,27784.0,112.0,655.0,1555.0,3.706,6.706
3,FERRY,FERRY,B,A,27896.0,60.0,,,,
3,FLIGHT,F413,A,I,29783.0,170.0,543.0,1443.0,2.317,5.317
4,FLIGHT,F10,H,L,727.0,86.0,900.0,1800.0,22.495,25.495
4,FLIGHT,F27,L,D,2120.0,118.0,814.0,1714.0,21.528,24.528
4,FERRY,FERRY,D,F,2238.0,60.0,,,,
4,FLIGHT,F39,F,B,3278.0,158.0,696.0,1596.0,20.724,23.724
4,FLIGHT,F81,B,A,6226.0,101.0,538.0,1438.0,18.676,21.676
4,FLIGHT,F96,A,K,6907.0,81.0,437.0,1337.0,18.203,21.203
4,FERRY,FERRY,K,L,6988.0,60.0,,,,
4,FLIGHT,F107,L,G,7799.0,151.0,356.0,1256.0,17.584,20.584
4,FLIGHT,F131,G,I,9224.0,106.0,205.0,1105.0,16.594,19.594
4,FLIGHT,F151,I,L,10756.0,93.0,99.0,999.0,15.531,18.531
4,MAINT,A,L,L,10849.0,90.0,,,,
4,FLIGHT,F160,L,K,11156.0,143.0,900.0,906.0,15.253,18.253
4,FLIGHT,F178,K,I,12690.0,150.0,757.0,763.0,14.188,17.188
4,FLIGHT,F187,I,C,13783.0,103.0,607.0,613.0,13.428,16.428
4,FERRY,FERRY,C,G,13886.0,60.0,,,,
4,FLIGHT,F193,G,J,14771.0,80.0,504.0,510.0,12.742,15.742
4,FLIGHT,F230,J,G,16974.0,176.0,424.0,430.0,11.213,14.213
4,FLIGHT,F265,G,E,19611.0,154.0,248.0,254.0,9.381,12.381
4,FERRY,FERRY,E,K,19765.0,60.0,,,,
4,MAINT,B,K,K,19825.0,180.0,,,,
4,FLIGHT,F281,K,B,20600.0,166.0,900.0,1800.0,8.694,11.694
4,FERRY,FERRY,B,J,20766.0,60.0,,,,
4,FLIGHT,F324,J,D,23755.0,93.0,734.0,1634.0,6.503,9.503
4,FERRY,FERRY,D,J,23848.0,60.0,,,,
4,FLIGHT,F367,J,E,26691.0,79.0,641.0,1541.0,4.465,7.465
4,FLIGHT,F377,E,L,27740.0,87.0,562.0,1462.0,3.736,6.736
4,FLIGHT,F385,L,I,28114.0,178.0,475.0,1375.0,3.476,6.476
4,FLIGHT,F407,I,J,29398.0,93.0,297.0,1197.0,2.585,5.585
4,FLIGHT,F416,J,K,29889.0,175.0,204.0,1104.0,2.244,5.244
5,FLIGHT,F13,L,I,778.0,120.0,900.0,1800.0,22.46,25.46
5,FERRY,FERRY,I,J,898.0,60.0,,,,
5,FLIGHT,F34,J,A,2565.0,106.0,780.0,1680.0,21.219,24.219
5,FLIGHT,F53,A,C,3923.0,133.0,674.0,1574.0,20.276,23.276
5,FLIGHT,F77,C,D,5286.0,131.0,541.0,1441.0,19.329,22.329
5,FLIGHT,F97,D,C,6926.0,86.0,410.0,1310.0,18.19,21.19
5,FLIGHT,F105,C,A,7748.0,99.0,324.0,1224.0,17.619,20.619
5,FLIGHT,F113,A,H,8040.0,69.0,225.0,1125.0,17.417,20.417
5,FERRY,FERRY,H,I,8109.0,60.0,,,,
5,FLIGHT,F122,I,G,9108.0,81.0,156.0,1056.0,16.675,19.675
5,MAINT,A,G,G,9189.0,90.0,,,,
5,FLIGHT,F147,G,H,10609.0,112.0,900.0,975.0,15.633,18.633
5,FLIGHT,F164,H,D,11966.0,155.0,788.0,863.0,14.69,17.69
5,FLIGHT,F177,D,H,12596.0,137.0,633.0,708.0,14.253,17.253
5,FERRY,FERRY,H,A,12733.0,60.0,,,,
5,FLIGHT,F190,A,G,13870.0,116.0,496.0,571.0,13.368,16.368
5,FLIGHT,F217,G,J,16493.0,89.0,380.0,455.0,11.547,14.547
5,FLIGHT,F233,J,B,17687.0,80.0,291.0,366.0,10.717,13.717
5,FERRY,FERRY,B,J,17767.0,60.0,,,,
5,FLIGHT,F263,J,B,19537.0,85.0,211.0,286.0,9.433,12.433
5,FLIGHT,F301,B,F,21972.0,123.0,126.0,201.0,7.742,10.742
5,MAINT,B,F,F,22095.0,180.0,,,,
5,FLIGHT,F314,F,D,22738.0,117.0,900.0,1800.0,7.21,10.21
5,FLIGHT,F327,D,B,23844.0,155.0,783.0,1683.0,6.442,9.442
5,FERRY,FERRY,B,I,23999.0,60.0,,,,
5,FLIGHT,F342,I,B,25029.0,165.0,628.0,1528.0,5.619,8.619
5,FLIGHT,F380,B,I,27823.0,95.0,463.0,1363.0,3.678,6.678
5,FERRY,FERRY,I,J,27918.0,60.0,,,,
5,FLIGHT,F388,J,K,28144.0,147.0,368.0,1268.0,3.456,6.456
6,FLIGHT,F8,I,H,675.0,108.0,900.0,1800.0,22.531,25.531
6,FERRY,FERRY,H,A,783.0,60.0,,,,
6,FLIGHT,F30,A,D,2225.0,143.0,792.0,1692.0,21.455,24.455
6,FLIGHT,F63,D,B,4863.0,64.0,649.0,1549.0,19.623,22.623
6,FLIGHT,F78,B,F,5302.0,83.0,585.0,1485.0,19.318,22.318
6,FLIGHT,F82,F,K,6258.0,107.0,502.0,1402.0,18.654,21.654
6,FERRY,FERRY,K,F,6365.0,60.0,,,,
6,FLIGHT,F104,F,I,7723.0,135.0,395.0,1295.0,17.637,20.637
6,FLIGHT,F121,I,F,9053.0,62.0,260.0,1160.0,16.713,19.713
6,FLIGHT,F139,F,C,9441.0,145.0,198.0,1098.0,16.444,19.444
6,MAINT,A,C,C,9586.0,90.0,,,,
6,FLIGHT,F165,C,J,11971.0,180.0,900.0,953.0,14.687,17.687
6,FLIGHT,F171,J,B,12306.0,68.0,720.0,773.0,14.454,17.454
6,FERRY,FERRY,B,E,12374.0,60.0,,,,
6,FLIGHT,F185,E,D,13683.0,143.0,652.0,705.0,13.498,16.498
