AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FERRY,FERRY,E,C,0.0,60.0,,,,
0,FLIGHT,F3,C,I,617.0,118.0,900.0,1800.0,19.572,22.572
0,FLIGHT,F33,I,J,5081.0,135.0,782.0,1682.0,16.472,19.472
0,FLIGHT,F41,J,B,6376.0,98.0,647.0,1547.0,15.572,18.572
0,FLIGHT,F51,B,I,7678.0,94.0,549.0,1449.0,14.668,17.668
0,FERRY,FERRY,I,A,7772.0,60.0,,,,
0,FLIGHT,F61,A,C,9063.0,70.0,455.0,1355.0,13.706,16.706
0,FERRY,FERRY,C,D,9133.0,60.0,,,,
0,FLIGHT,F86,D,F,12088.0,94.0,385.0,1285.0,11.606,14.606
0,FERRY,FERRY,F,C,12182.0,60.0,,,,
0,FLIGHT,F115,C,G,16438.0,117.0,291.0,1191.0,8.585,11.585
0,FLIGHT,F130,G,C,18137.0,119.0,174.0,1074.0,7.405,10.405
0,MAINT,A,C,C,18256.0,90.0,,,,
0,FLIGHT,F137,C,J,19152.0,137.0,900.0,955.0,6.7,9.7
0,FERRY,FERRY,J,D,19289.0,60.0,,,,
0,FLIGHT,F154,D,H,21088.0,115.0,763.0,818.0,5.356,8.356
0,FERRY,FERRY,H,E,21203.0,60.0,,,,
0,FLIGHT,F185,E,B,25512.0,83.0,648.0,703.0,2.283,5.283
1,FLIGHT,F7,I,C,738.0,95.0,900.0,1800.0,19.488,22.488
1,FLIGHT,F19,C,H,2070.0,103.0,805.0,1705.0,18.562,21.562
1,FLIGHT,F22,H,J,2354.0,163.0,702.0,1602.0,18.365,21.365
1,FLIGHT,F25,J,D,2615.0,67.0,539.0,1439.0,18.184,21.184
1,FERRY,FERRY,D,K,2682.0,60.0,,,,
1,FLIGHT,F40,K,G,6320.0,163.0,472.0,1372.0,15.611,18.611
1,FERRY,FERRY,G,J,6483.0,60.0,,,,
1,FLIGHT,F65,J,F,9293.0,166.0,309.0,1209.0,13.547,16.547
1,FERRY,FERRY,F,A,9459.0,60.0,,,,
1,FLIGHT,F103,A,K,15022.0,120.0,143.0,1043.0,9.568,12.568
1,MAINT,A,K,K,15142.0,90.0,,,,
1,FLIGHT,F109,K,F,15530.0,157.0,900.0,923.0,9.215,12.215
1,FERRY,FERRY,F,I,15687.0,60.0,,,,
1,FLIGHT,F132,I,F,18230.0,141.0,743.0,766.0,7.34,10.34
1,FERRY,FERRY,F,E,18371.0,60.0,,,,
1,FLIGHT,F163,E,K,22470.0,164.0,602.0,625.0,4.396,7.396
2,FERRY,FERRY,A,E,0.0,60.0,,,,
2,FLIGHT,F10,E,F,934.0,112.0,900.0,1800.0,19.351,22.351
2,FLIGHT,F26,F,L,3360.0,65.0,788.0,1688.0,17.667,20.667
2,FLIGHT,F46,L,J,6857.0,139.0,723.0,1623.0,15.238,18.238
2,FLIGHT,F52,J,H,7756.0,121.0,584.0,1484.0,14.614,17.614
2,FERRY,FERRY,H,D,7877.0,60.0,,,,
2,FLIGHT,F59,D,L,8340.0,129.0,463.0,1363.0,14.208,17.208
2,FLIGHT,F68,L,H,9438.0,63.0,334.0,1234.0,13.446,16.446
2,FLIGHT,F74,H,G,10577.0,127.0,271.0,1171.0,12.655,15.655
2,FLIGHT,F80,G,E,11007.0,138.0,144.0,1044.0,12.356,15.356
2,MAINT,A,E,E,11145.0,90.0,,,,
2,FLIGHT,F87,E,H,12156.0,96.0,900.0,906.0,11.558,14.558
2,FLIGHT,F91,H,B,13435.0,80.0,804.0,810.0,10.67,13.67
2,FLIGHT,F95,B,G,13660.0,71.0,724.0,730.0,10.514,13.514
2,FERRY,FERRY,G,C,13731.0,60.0,,,,
2,FLIGHT,F105,C,J,15115.0,78.0,653.0,659.0,9.503,12.503
2,FLIGHT,F133,J,K,18356.0,93.0,575.0,581.0,7.253,10.253
2,FERRY,FERRY,K,A,18449.0,60.0,,,,
2,FLIGHT,F136,A,H,19088.0,126.0,482.0,488.0,6.744,9.744
2,FLIGHT,F161,H,G,22352.0,70.0,356.0,362.0,4.478,7.478
2,FLIGHT,F171,G,C,23705.0,134.0,286.0,292.0,3.538,6.538
2,FERRY,FERRY,C,I,23839.0,60.0,,,,
2,FLIGHT,F176,I,F,24077.0,102.0,152.0,158.0,3.28,6.28
3,FLIGHT,F8,I,D,895.0,157.0,900.0,1800.0,19.378,22.378
3,FLIGHT,F12,D,B,1129.0,137.0,743.0,1643.0,19.216,22.216
3,FLIGHT,F27,B,C,3397.0,67.0,606.0,1506.0,17.641,20.641
3,FERRY,FERRY,C,K,3464.0,60.0,,,,
3,FLIGHT,F39,K,F,6156.0,98.0,539.0,1439.0,15.725,18.725
3,FERRY,FERRY,F,B,6254.0,60.0,,,,
3,FLIGHT,F63,B,I,9156.0,73.0,441.0,1341.0,13.642,16.642
3,FERRY,FERRY,I,E,9229.0,60.0,,,,
3,FLIGHT,F88,E,F,12537.0,134.0,368.0,1268.0,11.294,14.294
3,FERRY,FERRY,F,D,12671.0,60.0,,,,
3,FLIGHT,F116,D,G,16475.0,112.0,234.0,1134.0,8.559,11.559
3,MAINT,A,G,G,16587.0,90.0,,,,
3,FLIGHT,F140,G,H,19370.0,171.0,900.0,1022.0,6.549,9.549
3,FERRY,FERRY,H,B,19541.0,60.0,,,,
3,FLIGHT,F148,B,D,20549.0,80.0,729.0,851.0,5.73,8.73
3,FLIGHT,F159,D,J,22107.0,115.0,649.0,771.0,4.648,7.648
3,FERRY,FERRY,J,I,22222.0,60.0,,,,
3,FLIGHT,F187,I,A,25679.0,81.0,534.0,656.0,2.167,5.167
4,FLIGHT,F9,H,F,898.0,74.0,900.0,1800.0,19.376,22.376
