AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FLIGHT,F6,C,B,582.0,103.0,900.0,1800.0,15.596,18.596
0,FLIGHT,F13,B,G,1125.0,166.0,797.0,1697.0,15.219,18.219
0,FLIGHT,F17,G,E,2106.0,88.0,631.0,1531.0,14.537,17.538
0,FLIGHT,F22,E,H,3571.0,104.0,543.0,1443.0,13.52,16.52
0,FLIGHT,F29,H,C,3793.0,65.0,439.0,1339.0,13.366,16.366
0,FERRY,FERRY,C,I,3858.0,60.0,,,,
0,FLIGHT,F36,I,B,3986.0,78.0,374.0,1274.0,13.232,16.232
0,FLIGHT,F38,B,C,4079.0,113.0,296.0,1196.0,13.167,16.167
0,FLIGHT,F56,C,H,6423.0,153.0,183.0,1083.0,11.54,14.54
0,MAINT,A,H,H,6576.0,90.0,,,,
0,FLIGHT,F60,H,E,6738.0,61.0,900.0,930.0,11.321,14.321
0,FLIGHT,F62,E,G,6831.0,177.0,839.0,869.0,11.256,14.256
0,FERRY,FERRY,G,J,7008.0,60.0,,,,
0,FLIGHT,F67,J,B,7577.0,175.0,662.0,692.0,10.738,13.738
0,FLIGHT,F81,B,H,9297.0,167.0,487.0,517.0,9.544,12.544
0,FLIGHT,F96,H,B,11148.0,122.0,320.0,350.0,8.258,11.258
0,FLIGHT,F101,B,H,11907.0,72.0,198.0,228.0,7.731,10.731
0,FERRY,FERRY,H,E,11979.0,60.0,,,,
0,FLIGHT,F107,E,J,12283.0,95.0,126.0,156.0,7.47,10.47
0,FERRY,FERRY,J,E,12378.0,60.0,,,,
0,MAINT,B,E,E,12438.0,180.0,,,,
0,FLIGHT,F131,E,C,15333.0,158.0,900.0,1800.0,5.352,8.352
0,FLIGHT,F144,C,G,16610.0,144.0,742.0,1642.0,4.465,7.465
0,FERRY,FERRY,G,D,16754.0,60.0,,,,
0,FLIGHT,F149,D,F,16828.0,104.0,598.0,1498.0,4.314,7.314
1,FERRY,FERRY,G,E,0.0,60.0,,,,
1,FLIGHT,F2,E,B,488.0,138.0,900.0,1800.0,15.661,18.661
1,FERRY,FERRY,B,A,626.0,60.0,,,,
1,FLIGHT,F31,A,B,3877.0,60.0,762.0,1662.0,13.308,16.308
1,FLIGHT,F58,B,G,6619.0,118.0,702.0,1602.0,11.403,14.403
1,FERRY,FERRY,G,J,6737.0,60.0,,,,
1,FLIGHT,F65,J,H,6951.0,61.0,584.0,1484.0,11.173,14.173
1,FLIGHT,F78,H,B,8276.0,77.0,523.0,1423.0,10.253,13.253
1,FLIGHT,F87,B,E,10513.0,104.0,446.0,1346.0,8.699,11.699
1,FLIGHT,F100,E,G,11241.0,169.0,342.0,1242.0,8.194,11.194
1,FERRY,FERRY,G,C,11410.0,60.0,,,,
1,FLIGHT,F109,C,B,12475.0,164.0,173.0,1073.0,7.337,10.337
1,MAINT,A,B,B,12639.0,90.0,,,,
1,FLIGHT,F114,B,E,13807.0,95.0,900.0,909.0,6.412,9.412
1,FLIGHT,F129,E,G,15264.0,178.0,805.0,814.0,5.4,8.4
1,FLIGHT,F135,G,I,15565.0,177.0,627.0,636.0,5.191,8.191
1,FERRY,FERRY,I,B,15742.0,60.0,,,,
1,FLIGHT,F139,B,J,16287.0,160.0,450.0,459.0,4.69,7.69
1,FERRY,FERRY,J,A,16447.0,60.0,,,,
1,FLIGHT,F167,A,F,19626.0,136.0,290.0,299.0,2.371,5.371
2,FERRY,FERRY,J,G,0.0,60.0,,,,
2,FLIGHT,F4,G,D,546.0,138.0,900.0,1800.0,15.621,18.621
2,FLIGHT,F21,D,F,3439.0,178.0,762.0,1662.0,13.612,16.612
2,FLIGHT,F46,F,H,5231.0,122.0,584.0,1484.0,12.367,15.367
2,FLIGHT,F49,H,G,5411.0,151.0,462.0,1362.0,12.242,15.242
2,FERRY,FERRY,G,D,5562.0,60.0,,,,
2,FLIGHT,F54,D,A,6366.0,164.0,311.0,1211.0,11.579,14.579
2,MAINT,A,A,A,6530.0,90.0,,,,
2,FLIGHT,F70,A,I,7659.0,156.0,900.0,1047.0,10.681,13.681
2,FLIGHT,F80,I,A,9210.0,175.0,744.0,891.0,9.604,12.604
2,FLIGHT,F84,A,D,9497.0,176.0,569.0,716.0,9.405,12.405
2,FERRY,FERRY,D,F,9673.0,60.0,,,,
2,FLIGHT,F94,F,C,11075.0,64.0,393.0,540.0,8.309,11.309
2,FLIGHT,F99,C,J,11171.0,96.0,329.0,476.0,8.242,11.242
2,FLIGHT,F104,J,E,12086.0,156.0,233.0,380.0,7.607,10.607
2,MAINT,A,E,E,12242.0,90.0,,,,
2,FLIGHT,F122,E,G,14905.0,83.0,900.0,224.0,5.649,8.649
2,FERRY,FERRY,G,D,14988.0,60.0,,,,
2,FLIGHT,F128,D,I,15208.0,88.0,817.0,141.0,5.439,8.439
2,MAINT,B,I,I,15296.0,180.0,,,,
2,FLIGHT,F146,I,F,16688.0,122.0,900.0,1800.0,4.411,7.411
2,FERRY,FERRY,F,A,16810.0,60.0,,,,
2,FLIGHT,F150,A,C,16914.0,180.0,778.0,1678.0,4.254,7.254
2,FLIGHT,F165,C,F,19492.0,150.0,598.0,1498.0,2.464,5.464
3,FLIGHT,F3,G,D,501.0,76.0,900.0,1800.0,15.652,18.652
3,FLIGHT,F12,D,B,1063.0,121.0,824.0,1724.0,15.262,18.262
3,FLIGHT,F15,B,J,1859.0,124.0,703.0,1603.0,14.709,17.709
3,FLIGHT,F30,J,C,3857.0,86.0,579.0,1479.0,13.322,16.322
3,FERRY,FERRY,C,A,3943.0,60.0,,,,
3,FLIGHT,F37,A,J,4065.0,83.0,493.0,1393.0,13.177,16.177
3,FLIGHT,F41,J,B,4944.0,106.0,410.0,1310.0,12.567,15.567
3,FLIGHT,F57,B,C,6534.0,151.0,304.0,1204.0,11.463,14.463
3,FERRY,FERRY,C,D,6685.0,60.0,,,,
3,FLIGHT,F61,D,C,6789.0,125.0,153.0,1053.0,11.285,14.285
3,MAINT,A,C,C,6914.0,90.0,,,,
3,FLIGHT,F86,C,F,9747.0,61.0,900.0,928.0,9.231,12.231
3,FLIGHT,F91,F,D,10861.0,66.0,839.0,867.0,8.458,11.458
3,FERRY,FERRY,D,C,10927.0,60.0,,,,
3,FLIGHT,F92,C,I,11018.0,75.0,773.0,801.0,8.349,11.349
3,FERRY,FERRY,I,A,11093.0,60.0,,,,
3,FLIGHT,F120,A,E,14843.0,65.0,698.0,726.0,5.692,8.692
3,FLIGHT,F130,E,C,15303.0,85.0,633.0,661.0,5.373,8.373
3,FERRY,FERRY,C,H,15388.0,60.0,,,,
3,FLIGHT,F138,H,E,16240.0,69.0,548.0,576.0,4.722,7.722
3,FLIGHT,F163,E,A,19364.0,60.0,479.0,507.0,2.553,5.553
3,FERRY,FERRY,A,I,19424.0,60.0,,,,
3,FLIGHT,F166,I,J,19575.0,176.0,419.0,447.0,2.406,5.406
4,FLIGHT,F7,H,E,694.0,166.0,900.0,1800.0,15.518,18.518
4,FLIGHT,F20,E,A,3282.0,147.0,734.0,1634.0,13.721,16.721
4,FERRY,FERRY,A,I,3429.0,60.0,,,,
4,FLIGHT,F26,I,H,3651.0,156.0,587.0,1487.0,13.465,16.465
4,FLIGHT,F40,H,C,4940.0,125.0,431.0,1331.0,12.569,15.569
4,FLIGHT,F50,C,D,5436.0,169.0,306.0,1206.0,12.225,15.225
4,MAINT,A,D,D,5605.0,90.0,,,,
4,FLIGHT,F52,D,E,6229.0,145.0,900.0,1037.0,11.674,14.674
4,FERRY,FERRY,E,G,6374.0,60.0,,,,
4,FLIGHT,F59,G,I,6669.0,116.0,755.0,892.0,11.369,14.369
4,FLIGHT,F64,I,D,6883.0,76.0,639.0,776.0,11.22,14.22
4,FLIGHT,F88,D,B,10568.0,131.0,563.0,700.0,8.661,11.661
4,FERRY,FERRY,B,J,10699.0,60.0,,,,
4,FLIGHT,F93,J,G,11044.0,61.0,432.0,569.0,8.331,11.331
4,FLIGHT,F97,G,F,11150.0,100.0,371.0,508.0,8.257,11.257
4,FLIGHT,F103,F,I,12058.0,117.0,271.0,408.0,7.626,10.626
4,FERRY,FERRY,I,C,12175.0,60.0,,,,
4,MAINT,A,C,C,12235.0,90.0,,,,
4,FLIGHT,F123,C,D,14961.0,154.0,900.0,291.0,5.61,8.61
4,FERRY,FERRY,D,A,15115.0,60.0,,,,
4,FLIGHT,F143,A,C,16512.0,68.0,746.0,137.0,4.533,7.533
4,MAINT,B,C,C,16580.0,180.0,,,,
4,FLIGHT,F159,C,I,18212.0,173.0,900.0,1800.0,3.353,6.353
4,FLIGHT,F162,I,G,19205.0,91.0,727.0,1627.0,2.663,5.663
5,FERRY,FERRY,B,F,0.0,60.0,,,,
5,FLIGHT,F8,F,J,721.0,168.0,900.0,1800.0,15.499,18.499
5,FLIGHT,F33,J,C,3930.0,114.0,732.0,1632.0,13.271,16.271
5,FERRY,FERRY,C,H,4044.0,60.0,,,,
5,FLIGHT,F44,H,C,5159.0,121.0,618.0,1518.0,12.417,15.417
5,FERRY,FERRY,C,F,5280.0,60.0,,,,
5,FLIGHT,F71,F,D,7704.0,111.0,497.0,1397.0,10.65,13.65
5,FLIGHT,F95,D,G,11107.0,87.0,386.0,1286.0,8.287,11.287
5,FERRY,FERRY,G,J,11194.0,60.0,,,,
5,FLIGHT,F105,J,F,12156.0,70.0,299.0,1199.0,7.558,10.558
5,FLIGHT,F116,F,I,13954.0,148.0,229.0,1129.0,6.31,9.31
5,MAINT,A,I,I,14102.0,90.0,,,,
5,FLIGHT,F126,I,F,15192.0,149.0,900.0,981.0,5.45,8.45
5,FERRY,FERRY,F,A,15341.0,60.0,,,,
5,FLIGHT,F134,A,E,15453.0,116.0,751.0,832.0,5.269,8.269
5,FERRY,FERRY,E,B,15569.0,60.0,,,,
5,FLIGHT,F152,B,J,17000.0,92.0,635.0,716.0,4.194,7.194
6,FERRY,FERRY,D,G,0.0,60.0,,,,
6,FLIGHT,F9,G,F,961.0,154.0,900.0,1800.0,15.333,18.333
6,FLIGHT,F24,F,J,3635.0,64.0,746.0,1646.0,13.476,16.476
6,FERRY,FERRY,J,A,3699.0,60.0,,,,
6,FLIGHT,F39,A,F,4793.0,73.0,682.0,1582.0,12.672,15.672
6,FLIGHT,F63,F,D,6849.0,69.0,609.0,1509.0,11.244,14.244
6,FERRY,FERRY,D,I,6918.0,60.0,,,,
6,FLIGHT,F68,I,E,7581.0,75.0,540.0,1440.0,10.735,13.735
6,FERRY,FERRY,E,F,7656.0,60.0,,,,
6,FLIGHT,F98,F,G,11157.0,70.0,465.0,1365.0,8.252,11.252
6,FLIGHT,F121,G,D,14880.0,157.0,395.0,1295.0,5.667,8.667
6,FERRY,FERRY,D,A,15037.0,60.0,,,,
6,FLIGHT,F127,A,D,15203.0,161.0,238.0,1138.0,5.442,8.442
6,MAINT,A,D,D,15364.0,90.0,,,,
6,FLIGHT,F147,D,G,16739.0,121.0,900.0,977.0,4.376,7.376
6,FLIGHT,F151,G,J,16934.0,168.0,779.0,856.0,4.24,7.24
6,FERRY,FERRY,J,G,17102.0,60.0,,,,
6,FLIGHT,F154,G,B,17857.0,86.0,611.0,688.0,3.599,6.599
7,FERRY,FERRY,I,F,0.0,60.0,,,,
7,FLIGHT,F10,F,E,966.0,143.0,900.0,1800.0,15.329,18.329
7,FLIGHT,F23,E,D,3586.0,158.0,757.0,1657.0,13.51,16.51
7,FLIGHT,F34,D,E,3934.0,107.0,599.0,1499.0,13.268,16.268
7,FLIGHT,F48,E,C,5396.0,162.0,492.0,1392.0,12.253,15.253
7,FERRY,FERRY,C,A,5558.0,60.0,,,,
7,FLIGHT,F53,A,C,6243.0,108.0,330.0,1230.0,11.665,14.665
7,FERRY,FERRY,C,I,6351.0,60.0,,,,
7,FLIGHT,F74,I,G,7800.0,130.0,222.0,1122.0,10.583,13.583
7,FLIGHT,F85,G,D,9633.0,60.0,92.0,992.0,9.31,12.31
7,FERRY,FERRY,D,C,9693.0,60.0,,,,
7,MAINT,A,C,C,9753.0,90.0,,,,
7,FLIGHT,F110,C,G,12508.0,101.0,900.0,932.0,7.314,10.314
7,FLIGHT,F124,G,B,15155.0,164.0,799.0,831.0,5.476,8.476
7,FERRY,FERRY,B,G,15319.0,60.0,,,,
7,FLIGHT,F137,G,F,16203.0,146.0,635.0,667.0,4.748,7.748
7,FERRY,FERRY,F,D,16349.0,60.0,,,,
7,FLIGHT,F155,D,F,17859.0,152.0,489.0,521.0,3.598,6.598
8,FLIGHT,F1,D,E,453.0,116.0,900.0,1800.0,15.685,18.685
8,FERRY,FERRY,E,H,569.0,60.0,,,,
8,FLIGHT,F19,H,E,2451.0,161.0,784.0,1684.0,14.298,17.298
8,FERRY,FERRY,E,I,2612.0,60.0,,,,
8,FLIGHT,F43,I,B,5125.0,81.0,623.0,1523.0,12.441,15.441
8,FLIGHT,F66,B,H,6955.0,77.0,542.0,1442.0,11.17,14.17
8,FERRY,FERRY,H,J,7032.0,60.0,,,,
8,FLIGHT,F72,J,G,7736.0,73.0,465.0,1365.0,10.628,13.628
8,FLIGHT,F76,G,B,8098.0,105.0,392.0,1292.0,10.376,13.376
8,FLIGHT,F89,B,A,10635.0,155.0,287.0,1187.0,8.615,11.615
8,FLIGHT,F102,A,F,11950.0,113.0,132.0,1032.0,7.701,10.701
8,FERRY,FERRY,F,A,12063.0,60.0,,,,
8,MAINT,A,A,A,12123.0,90.0,,,,
8,FLIGHT,F112,A,F,13351.0,171.0,900.0,919.0,6.728,9.728
8,FLIGHT,F118,F,B,14026.0,174.0,729.0,748.0,6.26,9.26
8,FLIGHT,F125,B,I,15171.0,61.0,555.0,574.0,5.465,8.465
8,FERRY,FERRY,I,A,15232.0,60.0,,,,
8,FLIGHT,F140,A,J,16317.0,82.0,494.0,513.0,4.669,7.669
8,FLIGHT,F156,J,H,17879.0,115.0,412.0,431.0,3.584,6.584
8,FLIGHT,F161,H,J,18348.0,85.0,297.0,316.0,3.258,6.258
9,FLIGHT,F11,C,G,1054.0,80.0,900.0,1800.0,15.268,18.268
9,FLIGHT,F16,G,J,2022.0,128.0,820.0,1720.0,14.596,17.596
9,FERRY,FERRY,J,C,2150.0,60.0,,,,
9,FLIGHT,F25,C,B,3648.0,162.0,692.0,1592.0,13.467,16.467
9,FLIGHT,F35,B,G,3983.0,174.0,530.0,1430.0,13.234,16.234
9,FLIGHT,F45,G,F,5222.0,79.0,356.0,1256.0,12.374,15.374
9,FERRY,FERRY,F,G,5301.0,60.0,,,,
9,FLIGHT,F55,G,E,6400.0,95.0,277.0,1177.0,11.556,14.556
9,FERRY,FERRY,E,G,6495.0,60.0,,,,
9,FLIGHT,F79,G,I,9132.0,62.0,182.0,1082.0,9.658,12.658
9,FLIGHT,F108,I,F,12286.0,107.0,120.0,1020.0,7.468,10.468
9,FERRY,FERRY,F,A,12393.0,60.0,,,,
9,MAINT,A,A,A,12453.0,90.0,,,,
9,FLIGHT,F113,A,H,13577.0,76.0,900.0,913.0,6.572,9.572
9,FERRY,FERRY,H,C,13653.0,60.0,,,,
9,FLIGHT,F132,C,J,15377.0,173.0,824.0,837.0,5.322,8.322
9,FLIGHT,F148,J,F,16811.0,93.0,651.0,664.0,4.326,7.326
9,FLIGHT,F157,F,E,17892.0,95.0,558.0,571.0,3.575,6.575
9,FERRY,FERRY,E,I,17987.0,60.0,,,,
9,FLIGHT,F164,I,C,19389.0,65.0,463.0,476.0,2.535,5.535
9,FLIGHT,F168,C,B,19841.0,125.0,398.0,411.0,2.222,5.222
10,FLIGHT,F5,F,C,577.0,74.0,900.0,1800.0,15.599,18.599
10,FERRY,FERRY,C,B,651.0,60.0,,,,
10,FLIGHT,F18,B,E,2245.0,110.0,826.0,1726.0,14.441,17.441
10,FLIGHT,F28,E,C,3786.0,72.0,716.0,1616.0,13.371,16.371
10,FERRY,FERRY,C,J,3858.0,60.0,,,,
10,FLIGHT,F47,J,B,5251.0,102.0,644.0,1544.0,12.353,15.353
10,FLIGHT,F69,B,H,7658.0,137.0,542.0,1442.0,10.682,13.682
10,FLIGHT,F75,H,G,7999.0,120.0,405.0,1305.0,10.445,13.445
10,FERRY,FERRY,G,A,8119.0,60.0,,,,
10,FLIGHT,F77,A,I,8213.0,99.0,285.0,1185.0,10.297,13.297
10,FLIGHT,F83,I,H,9478.0,91.0,186.0,1086.0,9.418,12.418
10,FERRY,FERRY,H,D,9569.0,60.0,,,,
10,MAINT,A,D,D,9629.0,90.0,,,,
10,FLIGHT,F111,D,B,12703.0,167.0,900.0,995.0,7.178,10.178
10,FLIGHT,F117,B,H,13962.0,175.0,733.0,828.0,6.304,9.304
10,FLIGHT,F133,H,J,15407.0,134.0,558.0,653.0,5.301,8.301
10,FERRY,FERRY,J,B,15541.0,60.0,,,,
10,FLIGHT,F141,B,I,16360.0,136.0,424.0,519.0,4.639,7.639
10,FLIGHT,F160,I,J,18274.0,154.0,288.0,383.0,3.31,6.31
11,FERRY,FERRY,I,F,0.0,60.0,,,,
11,FLIGHT,F14,F,D,1859.0,141.0,900.0,1800.0,14.709,17.709
11,FLIGHT,F27,D,B,3675.0,98.0,759.0,1659.0,13.448,16.448
11,FLIGHT,F32,B,D,3927.0,124.0,661.0,1561.0,13.273,16.273
11,FLIGHT,F42,D,I,5075.0,154.0,537.0,1437.0,12.476,15.476
11,FERRY,FERRY,I,D,5229.0,60.0,,,,
11,FLIGHT,F51,D,H,5441.0,117.0,383.0,1283.0,12.222,15.222
11,FLIGHT,F73,H,J,7741.0,84.0,266.0,1166.0,10.624,13.624
11,FERRY,FERRY,J,F,7825.0,60.0,,,,
11,FLIGHT,F82,F,J,9440.0,111.0,182.0,1082.0,9.444,12.444
11,MAINT,A,J,J,9551.0,90.0,,,,
11,FLIGHT,F90,J,E,10703.0,80.0,900.0,971.0,8.567,11.567
11,FLIGHT,F106,E,G,12219.0,73.0,820.0,891.0,7.515,10.515
11,FERRY,FERRY,G,C,12292.0,60.0,,,,
11,FLIGHT,F115,C,B,13918.0,89.0,747.0,818.0,6.335,9.335
11,FLIGHT,F119,B,G,14827.0,166.0,658.0,729.0,5.703,8.703
11,FLIGHT,F136,G,F,15568.0,89.0,492.0,563.0,5.189,8.189
11,FLIGHT,F142,F,A,16424.0,94.0,403.0,474.0,4.594,7.594
11,FERRY,FERRY,A,G,16518.0,60.0,,,,
11,FLIGHT,F145,G,H,16686.0,102.0,309.0,380.0,4.412,7.412
11,FLIGHT,F153,H,A,17019.0,126.0,207.0,278.0,4.181,7.181
11,MAINT,A,A,A,17145.0,90.0,,,,
11,FLIGHT,F158,A,J,17910.0,109.0,900.0,152.0,3.562,6.562
