AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FERRY,FERRY,H,A,0.0,60.0,,,,
0,FLIGHT,F5,A,F,891.0,106.0,900.0,1800.0,11.381,14.381
0,FERRY,FERRY,F,E,997.0,60.0,,,,
0,FLIGHT,F19,E,A,3614.0,160.0,794.0,1694.0,9.49,12.49
0,FLIGHT,F29,A,C,5029.0,146.0,634.0,1534.0,8.508,11.508
0,FERRY,FERRY,C,A,5175.0,60.0,,,,
0,FLIGHT,F45,A,F,6475.0,129.0,488.0,1388.0,7.503,10.503
0,FLIGHT,F59,F,B,9218.0,156.0,359.0,1259.0,5.599,8.599
0,FLIGHT,F76,B,I,12620.0,101.0,203.0,1103.0,3.236,6.236
0,FERRY,FERRY,I,H,12721.0,60.0,,,,
0,MAINT,A,H,H,12781.0,90.0,,,,
0,FLIGHT,F78,H,F,13486.0,157.0,900.0,1002.0,2.635,5.635
1,FERRY,FERRY,I,H,0.0,60.0,,,,
1,FLIGHT,F6,H,F,946.0,74.0,900.0,1800.0,11.343,14.343
1,FERRY,FERRY,F,B,1020.0,60.0,,,,
1,FLIGHT,F16,B,H,3282.0,75.0,826.0,1726.0,9.721,12.721
1,FERRY,FERRY,H,G,3357.0,60.0,,,,
1,FLIGHT,F40,G,F,6347.0,113.0,751.0,1651.0,7.592,10.592
1,FLIGHT,F57,F,D,9114.0,139.0,638.0,1538.0,5.671,8.671
1,FERRY,FERRY,D,H,9253.0,60.0,,,,
1,FLIGHT,F74,H,B,12494.0,68.0,499.0,1399.0,3.324,6.324
2,FERRY,FERRY,I,C,0.0,60.0,,,,
2,FLIGHT,F4,C,I,875.0,136.0,900.0,1800.0,11.392,14.392
2,FLIGHT,F18,I,A,3505.0,72.0,764.0,1664.0,9.566,12.566
2,FLIGHT,F28,A,E,4971.0,66.0,692.0,1592.0,8.548,11.548
2,FLIGHT,F31,E,C,5158.0,164.0,626.0,1526.0,8.418,11.418
2,FLIGHT,F37,C,F,6195.0,97.0,462.0,1362.0,7.698,10.698
