AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FERRY,FERRY,E,B,0.0,60.0,,,,
0,FLIGHT,F9,B,H,857.0,78.0,900.0,1800.0,15.405,18.405
0,FLIGHT,F29,H,F,3347.0,65.0,822.0,1722.0,13.676,16.676
0,FERRY,FERRY,F,G,3412.0,60.0,,,,
0,FLIGHT,F40,G,B,4823.0,151.0,757.0,1657.0,12.651,15.651
0,FLIGHT,F50,B,C,6180.0,91.0,606.0,1506.0,11.708,14.708
0,FLIGHT,F55,C,D,6334.0,74.0,515.0,1415.0,11.601,14.601
0,FLIGHT,F60,D,E,6666.0,175.0,441.0,1341.0,11.371,14.371
0,FLIGHT,F69,E,J,7925.0,61.0,266.0,1166.0,10.497,13.497
0,FERRY,FERRY,J,D,7986.0,60.0,,,,
0,FLIGHT,F79,D,C,9573.0,93.0,205.0,1105.0,9.352,12.352
0,FERRY,FERRY,C,H,9666.0,60.0,,,,
0,MAINT,A,H,H,9726.0,90.0,,,,
0,FLIGHT,F94,H,C,12202.0,156.0,900.0,1012.0,7.526,10.526
0,FLIGHT,F113,C,I,14119.0,151.0,744.0,856.0,6.195,9.195
0,FERRY,FERRY,I,D,14270.0,60.0,,,,
0,FLIGHT,F121,D,I,15373.0,171.0,593.0,705.0,5.324,8.324
0,FLIGHT,F139,I,C,17954.0,176.0,422.0,534.0,3.532,6.532
0,FERRY,FERRY,C,D,18130.0,60.0,,,,
0,FLIGHT,F151,D,A,19457.0,112.0,246.0,358.0,2.488,5.488
1,FLIGHT,F6,D,J,575.0,147.0,900.0,1800.0,15.601,18.601
1,FLIGHT,F13,J,G,1131.0,170.0,753.0,1653.0,15.215,18.215
1,FLIGHT,F17,G,C,2122.0,150.0,583.0,1483.0,14.526,17.526
1,FLIGHT,F21,C,F,2301.0,149.0,433.0,1333.0,14.402,17.402
1,FERRY,FERRY,F,C,2450.0,60.0,,,,
1,FLIGHT,F34,C,I,3527.0,142.0,284.0,1184.0,13.551,16.551
1,FERRY,FERRY,I,F,3669.0,60.0,,,,
1,FLIGHT,F54,F,G,6321.0,117.0,142.0,1042.0,11.61,14.61
1,FERRY,FERRY,G,E,6438.0,60.0,,,,
1,MAINT,A,E,E,6498.0,90.0,,,,
1,FLIGHT,F85,E,G,10514.0,161.0,900.0,925.0,8.699,11.699
1,FLIGHT,F100,G,E,13375.0,67.0,739.0,764.0,6.712,9.712
1,FERRY,FERRY,E,B,13442.0,60.0,,,,
1,FLIGHT,F104,B,D,13723.0,140.0,672.0,697.0,6.47,9.47
1,FLIGHT,F117,D,C,14903.0,116.0,532.0,557.0,5.651,8.651
1,FLIGHT,F127,C,G,16429.0,65.0,416.0,441.0,4.591,7.591
1,FERRY,FERRY,G,B,16494.0,60.0,,,,
1,FLIGHT,F130,B,A,16633.0,93.0,351.0,376.0,4.449,7.449
1,FERRY,FERRY,A,F,16726.0,60.0,,,,
1,FLIGHT,F154,F,D,19502.0,98.0,258.0,283.0,2.457,5.457
2,FERRY,FERRY,D,J,0.0,60.0,,,,
2,FLIGHT,F3,J,I,503.0,152.0,900.0,1800.0,15.651,18.651
2,FLIGHT,F36,I,F,3814.0,128.0,748.0,1648.0,13.351,16.351
2,FERRY,FERRY,F,B,3942.0,60.0,,,,
2,FLIGHT,F41,B,I,4847.0,68.0,620.0,1520.0,12.634,15.634
2,FLIGHT,F56,I,C,6409.0,101.0,552.0,1452.0,11.549,14.549
2,FLIGHT,F65,C,B,7661.0,111.0,451.0,1351.0,10.68,13.68
2,FERRY,FERRY,B,E,7772.0,60.0,,,,
2,FLIGHT,F70,E,I,8189.0,94.0,340.0,1240.0,10.313,13.313
2,FLIGHT,F81,I,G,9607.0,93.0,246.0,1146.0,9.328,12.328
2,FERRY,FERRY,G,E,9700.0,60.0,,,,
2,FLIGHT,F92,E,D,12101.0,60.0,153.0,1053.0,7.597,10.597
2,FERRY,FERRY,D,I,12161.0,60.0,,,,
2,MAINT,A,I,I,12221.0,90.0,,,,
2,FLIGHT,F110,I,D,13979.0,149.0,900.0,993.0,6.292,9.292
2,FLIGHT,F118,D,J,15017.0,130.0,751.0,844.0,5.572,8.572
2,FLIGHT,F137,J,A,17757.0,109.0,621.0,714.0,3.669,6.669
2,FERRY,FERRY,A,J,17866.0,60.0,,,,
2,FLIGHT,F143,J,C,18271.0,82.0,512.0,605.0,3.312,6.312
2,FLIGHT,F159,C,F,19788.0,132.0,430.0,523.0,2.258,5.258
3,FERRY,FERRY,B,A,0.0,60.0,,,,
3,FLIGHT,F5,A,F,562.0,136.0,900.0,1800.0,15.61,18.61
3,FERRY,FERRY,F,H,698.0,60.0,,,,
3,FLIGHT,F39,H,G,4014.0,180.0,764.0,1664.0,13.213,16.212
3,FLIGHT,F44,G,C,4995.0,158.0,584.0,1484.0,12.531,15.531
3,FLIGHT,F59,C,J,6582.0,162.0,426.0,1326.0,11.429,14.429
3,FERRY,FERRY,J,I,6744.0,60.0,,,,
3,FLIGHT,F76,I,G,9331.0,132.0,264.0,1164.0,9.52,12.52
3,FERRY,FERRY,G,H,9463.0,60.0,,,,
3,FLIGHT,F89,H,F,11062.0,72.0,132.0,1032.0,8.318,11.318
3,MAINT,A,F,F,11134.0,90.0,,,,
3,FLIGHT,F105,F,D,13775.0,105.0,900.0,960.0,6.434,9.434
3,FERRY,FERRY,D,A,13880.0,60.0,,,,
3,FLIGHT,F112,A,I,14019.0,81.0,795.0,855.0,6.265,9.265
3,FERRY,FERRY,I,E,14100.0,60.0,,,,
3,FLIGHT,F133,E,A,17675.0,165.0,714.0,774.0,3.726,6.726
4,FLIGHT,F2,F,C,474.0,132.0,900.0,1800.0,15.671,18.671
4,FLIGHT,F14,C,E,1187.0,156.0,768.0,1668.0,15.176,18.176
4,FERRY,FERRY,E,C,1343.0,60.0,,,,
4,FLIGHT,F23,C,E,2368.0,96.0,612.0,1512.0,14.356,17.356
4,FLIGHT,F31,E,C,3393.0,149.0,516.0,1416.0,13.644,16.644
4,FERRY,FERRY,C,D,3542.0,60.0,,,,
4,FLIGHT,F52,D,B,6262.0,161.0,367.0,1267.0,11.651,14.651
4,FLIGHT,F63,B,D,6860.0,61.0,206.0,1106.0,11.236,14.236
4,MAINT,A,D,D,6921.0,90.0,,,,
4,FLIGHT,F73,D,G,9169.0,167.0,900.0,1045.0,9.633,12.633
4,FERRY,FERRY,G,D,9336.0,60.0,,,,
4,FLIGHT,F86,D,G,10555.0,138.0,733.0,878.0,8.67,11.67
4,FERRY,FERRY,G,J,10693.0,60.0,,,,
4,FLIGHT,F102,J,B,13467.0,86.0,595.0,740.0,6.648,9.648
4,FLIGHT,F111,B,E,14015.0,92.0,509.0,654.0,6.267,9.267
4,FLIGHT,F114,E,I,14783.0,88.0,417.0,562.0,5.734,8.734
4,FERRY,FERRY,I,D,14871.0,60.0,,,,
4,FLIGHT,F128,D,A,16515.0,153.0,329.0,474.0,4.531,7.531
4,FERRY,FERRY,A,B,16668.0,60.0,,,,
4,FLIGHT,F152,B,A,19461.0,146.0,176.0,321.0,2.485,5.485
5,FERRY,FERRY,H,B,0.0,60.0,,,,
5,FLIGHT,F10,B,F,870.0,123.0,900.0,1800.0,15.396,18.396
5,FERRY,FERRY,F,B,993.0,60.0,,,,
5,FLIGHT,F38,B,J,3986.0,85.0,777.0,1677.0,13.232,16.232
5,FLIGHT,F42,J,B,4927.0,173.0,692.0,1592.0,12.578,15.578
5,FLIGHT,F51,B,H,6227.0,145.0,519.0,1419.0,11.676,14.676
5,FLIGHT,F64,H,A,6938.0,68.0,374.0,1274.0,11.182,14.182
5,FLIGHT,F66,A,C,7669.0,76.0,306.0,1206.0,10.674,13.674
5,FLIGHT,F75,C,G,9314.0,106.0,230.0,1130.0,9.532,12.532
5,FERRY,FERRY,G,J,9420.0,60.0,,,,
5,MAINT,A,J,J,9480.0,90.0,,,,
5,FLIGHT,F82,J,F,9646.0,139.0,900.0,1024.0,9.301,12.301
5,FLIGHT,F95,F,H,12297.0,92.0,761.0,885.0,7.46,10.46
5,FLIGHT,F97,H,C,12481.0,75.0,669.0,793.0,7.333,10.333
5,FERRY,FERRY,C,I,12556.0,60.0,,,,
5,FLIGHT,F106,I,C,13846.0,160.0,594.0,718.0,6.385,9.385
5,FERRY,FERRY,C,A,14006.0,60.0,,,,
5,FLIGHT,F126,A,B,16369.0,129.0,434.0,558.0,4.633,7.633
5,FLIGHT,F131,B,I,16835.0,167.0,305.0,429.0,4.309,7.309
5,FLIGHT,F145,I,G,19159.0,60.0,138.0,262.0,2.695,5.695
5,MAINT,A,G,G,19219.0,90.0,,,,
5,FLIGHT,F156,G,B,19701.0,86.0,900.0,202.0,2.319,5.319
6,FLIGHT,F4,C,D,529.0,96.0,900.0,1800.0,15.633,18.633
6,FLIGHT,F15,D,I,1828.0,126.0,804.0,1704.0,14.731,17.731
6,FLIGHT,F20,I,A,2286.0,118.0,678.0,1578.0,14.412,17.413
6,FERRY,FERRY,A,B,2404.0,60.0,,,,
6,FLIGHT,F26,B,J,2479.0,115.0,560.0,1460.0,14.278,17.278
6,FLIGHT,F32,J,E,3466.0,68.0,445.0,1345.0,13.593,16.593
6,FLIGHT,F35,E,I,3812.0,144.0,377.0,1277.0,13.353,16.353
6,FLIGHT,F46,I,H,5056.0,114.0,233.0,1133.0,12.489,15.489
6,FLIGHT,F57,H,I,6441.0,82.0,119.0,1019.0,11.527,14.527
6,FERRY,FERRY,I,E,6523.0,60.0,,,,
6,MAINT,A,E,E,6583.0,90.0,,,,
6,FLIGHT,F61,E,G,6825.0,151.0,900.0,937.0,11.26,14.26
6,FLIGHT,F88,G,A,10927.0,175.0,749.0,786.0,8.412,11.412
6,FERRY,FERRY,A,E,11102.0,60.0,,,,
6,FLIGHT,F91,E,A,11942.0,89.0,574.0,611.0,7.707,10.707
6,FERRY,FERRY,A,I,12031.0,60.0,,,,
6,FLIGHT,F109,I,F,13944.0,104.0,485.0,522.0,6.317,9.317
6,FERRY,FERRY,F,B,14048.0,60.0,,,,
6,FLIGHT,F132,B,G,16951.0,108.0,381.0,418.0,4.228,7.228
6,FLIGHT,F135,G,B,17722.0,73.0,273.0,310.0,3.693,6.693
6,FLIGHT,F141,B,A,18081.0,126.0,200.0,237.0,3.444,6.444
6,FERRY,FERRY,A,E,18207.0,60.0,,,,
6,MAINT,B,E,E,18267.0,180.0,,,,
6,FLIGHT,F160,E,F,19853.0,154.0,900.0,1800.0,2.213,5.213
7,FLIGHT,F8,I,G,738.0,78.0,900.0,1800.0,15.488,18.488
7,FLIGHT,F16,G,B,1846.0,105.0,822.0,1722.0,14.718,17.718
7,FLIGHT,F22,B,I,2359.0,71.0,717.0,1617.0,14.362,17.362
7,FERRY,FERRY,I,D,2430.0,60.0,,,,
7,FLIGHT,F27,D,F,2607.0,65.0,646.0,1546.0,14.19,17.19
7,FERRY,FERRY,F,H,2672.0,60.0,,,,
7,FLIGHT,F47,H,A,5101.0,147.0,581.0,1481.0,12.458,15.458
7,FLIGHT,F62,A,B,6827.0,98.0,434.0,1334.0,11.259,14.259
7,FERRY,FERRY,B,E,6925.0,60.0,,,,
7,FLIGHT,F77,E,C,9396.0,119.0,336.0,1236.0,9.475,12.475
7,FLIGHT,F87,C,G,10790.0,88.0,217.0,1117.0,8.507,11.507
7,FERRY,FERRY,G,J,10878.0,60.0,,,,
7,MAINT,A,J,J,10938.0,90.0,,,,
7,FLIGHT,F98,J,G,12603.0,172.0,900.0,1029.0,7.248,10.248
7,FLIGHT,F119,G,A,15118.0,137.0,728.0,857.0,5.501,8.501
7,FERRY,FERRY,A,D,15255.0,60.0,,,,
7,FLIGHT,F123,D,J,16200.0,91.0,591.0,720.0,4.75,7.75
7,FLIGHT,F140,J,A,18063.0,132.0,500.0,629.0,3.456,6.456
7,FERRY,FERRY,A,D,18195.0,60.0,,,,
7,FLIGHT,F148,D,B,19334.0,85.0,368.0,497.0,2.574,5.574
7,FLIGHT,F157,B,D,19703.0,147.0,283.0,412.0,2.317,5.317
8,FERRY,FERRY,E,B,0.0,60.0,,,,
8,FLIGHT,F11,B,J,984.0,101.0,900.0,1800.0,15.317,18.317
8,FLIGHT,F25,J,A,2476.0,114.0,799.0,1699.0,14.281,17.281
8,FLIGHT,F37,A,F,3841.0,110.0,685.0,1585.0,13.333,16.333
8,FERRY,FERRY,F,J,3951.0,60.0,,,,
8,FLIGHT,F43,J,I,4942.0,171.0,575.0,1475.0,12.568,15.568
8,FLIGHT,F67,I,A,7678.0,67.0,404.0,1304.0,10.668,13.668
8,FERRY,FERRY,A,I,7745.0,60.0,,,,
8,FLIGHT,F72,I,F,9068.0,173.0,337.0,1237.0,9.703,12.703
8,FERRY,FERRY,F,J,9241.0,60.0,,,,
8,MAINT,A,J,J,9301.0,90.0,,,,
8,FLIGHT,F93,J,G,12167.0,171.0,900.0,1064.0,7.551,10.551
8,FLIGHT,F108,G,B,13943.0,86.0,729.0,893.0,6.317,9.317
8,FLIGHT,F116,B,E,14861.0,116.0,643.0,807.0,5.68,8.68
8,FLIGHT,F120,E,C,15208.0,122.0,527.0,691.0,5.439,8.439
8,FERRY,FERRY,C,E,15330.0,60.0,,,,
8,FLIGHT,F124,E,J,16299.0,171.0,405.0,569.0,4.681,7.681
8,FLIGHT,F142,J,G,18249.0,115.0,234.0,398.0,3.327,6.327
8,MAINT,A,G,G,18364.0,90.0,,,,
8,FLIGHT,F147,G,H,19178.0,144.0,900.0,283.0,2.682,5.682
8,FERRY,FERRY,H,B,19322.0,60.0,,,,
8,MAINT,B,B,B,19382.0,180.0,,,,
8,FLIGHT,F158,B,H,19758.0,176.0,900.0,1800.0,2.279,5.279
9,FLIGHT,F7,F,A,619.0,168.0,900.0,1800.0,15.57,18.57
9,FERRY,FERRY,A,C,787.0,60.0,,,,
9,FLIGHT,F19,C,G,2144.0,169.0,732.0,1632.0,14.511,17.511
9,FLIGHT,F33,G,C,3489.0,146.0,563.0,1463.0,13.577,16.577
9,FERRY,FERRY,C,D,3635.0,60.0,,,,
9,FLIGHT,F49,D,H,5389.0,179.0,417.0,1317.0,12.258,15.258
9,FLIGHT,F71,H,A,8232.0,77.0,238.0,1138.0,10.283,13.283
9,FERRY,FERRY,A,E,8309.0,60.0,,,,
9,FLIGHT,F80,E,A,9579.0,125.0,161.0,1061.0,9.348,12.348
9,MAINT,A,A,A,9704.0,90.0,,,,
9,FLIGHT,F96,A,C,12320.0,107.0,900.0,936.0,7.444,10.444
9,FERRY,FERRY,C,H,12427.0,60.0,,,,
9,FLIGHT,F101,H,G,13453.0,158.0,793.0,829.0,6.658,9.658
9,FERRY,FERRY,G,E,13611.0,60.0,,,,
9,FLIGHT,F122,E,C,15449.0,105.0,635.0,671.0,5.272,8.272
9,FLIGHT,F138,C,A,17772.0,102.0,530.0,566.0,3.658,6.658
9,FERRY,FERRY,A,D,17874.0,60.0,,,,
9,FLIGHT,F146,D,F,19167.0,63.0,428.0,464.0,2.69,5.69
9,FLIGHT,F153,F,J,19483.0,62.0,365.0,401.0,2.47,5.47
10,FLIGHT,F1,G,D,403.0,92.0,900.0,1800.0,15.72,18.72
10,FERRY,FERRY,D,C,495.0,60.0,,,,
10,FLIGHT,F18,C,J,2132.0,157.0,808.0,1708.0,14.519,17.519
10,FLIGHT,F30,J,F,3384.0,109.0,651.0,1551.0,13.65,16.65
10,FERRY,FERRY,F,A,3493.0,60.0,,,,
10,FLIGHT,F48,A,J,5165.0,60.0,542.0,1442.0,12.413,15.413
10,FLIGHT,F58,J,C,6513.0,110.0,482.0,1382.0,11.477,14.477
10,FLIGHT,F68,C,F,7738.0,91.0,372.0,1272.0,10.626,13.626
10,FLIGHT,F74,F,G,9224.0,166.0,281.0,1181.0,9.594,12.594
10,FERRY,FERRY,G,A,9390.0,60.0,,,,
10,FLIGHT,F84,A,E,9794.0,85.0,115.0,1015.0,9.199,12.199
10,MAINT,A,E,E,9879.0,90.0,,,,
10,FLIGHT,F90,E,F,11083.0,130.0,900.0,930.0,8.303,11.303
10,FLIGHT,F103,F,H,13511.0,73.0,770.0,800.0,6.617,9.617
10,FERRY,FERRY,H,I,13584.0,60.0,,,,
10,FLIGHT,F107,I,G,13851.0,132.0,697.0,727.0,6.381,9.381
10,FLIGHT,F125,G,I,16367.0,62.0,565.0,595.0,4.634,7.634
10,FERRY,FERRY,I,B,16429.0,60.0,,,,
10,FLIGHT,F129,B,D,16592.0,61.0,503.0,533.0,4.478,7.478
10,FLIGHT,F136,D,E,17734.0,136.0,442.0,472.0,3.685,6.685
10,FLIGHT,F149,E,C,19374.0,126.0,306.0,336.0,2.546,5.546
10,FLIGHT,F155,C,H,19564.0,173.0,180.0,210.0,2.414,5.414
11,FERRY,FERRY,G,E,0.0,60.0,,,,
11,FLIGHT,F12,E,A,1113.0,178.0,900.0,1800.0,15.227,18.227
