AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FERRY,FERRY,B,E,0.0,60.0,,,,
0,FLIGHT,F3,E,B,481.0,97.0,900.0,1800.0,11.666,14.666
0,FLIGHT,F12,B,F,3294.0,170.0,803.0,1703.0,9.713,12.713
0,FERRY,FERRY,F,D,3464.0,60.0,,,,
0,FLIGHT,F25,D,G,6493.0,162.0,633.0,1533.0,7.491,10.491
0,FERRY,FERRY,G,F,6655.0,60.0,,,,
0,FLIGHT,F35,F,E,7671.0,172.0,471.0,1371.0,6.673,9.673
0,FERRY,FERRY,E,C,7843.0,60.0,,,,
0,FLIGHT,F57,C,E,12148.0,86.0,299.0,1199.0,3.564,6.564
0,FLIGHT,F61,E,I,13635.0,60.0,213.0,1113.0,2.531,5.531
1,FERRY,FERRY,D,F,0.0,60.0,,,,
1,FLIGHT,F2,F,D,409.0,180.0,900.0,1800.0,11.716,14.716
1,FERRY,FERRY,D,H,589.0,60.0,,,,
1,FLIGHT,F23,H,F,6165.0,161.0,720.0,1620.0,7.719,10.719
1,FERRY,FERRY,F,D,6326.0,60.0,,,,
1,FLIGHT,F34,D,E,7621.0,86.0,559.0,1459.0,6.708,9.708
1,FLIGHT,F48,E,C,9804.0,80.0,473.0,1373.0,5.192,8.192
1,FLIGHT,F50,C,B,10571.0,156.0,393.0,1293.0,4.659,7.659
1,FLIGHT,F52,B,I,10868.0,112.0,237.0,1137.0,4.453,7.453
1,FERRY,FERRY,I,F,10980.0,60.0,,,,
1,MAINT,A,F,F,11040.0,90.0,,,,
1,FLIGHT,F62,F,B,13704.0,151.0,900.0,1025.0,2.483,5.483
2,FLIGHT,F4,B,I,525.0,147.0,900.0,1800.0,11.635,14.635
2,FLIGHT,F14,I,G,3578.0,164.0,753.0,1653.0,9.515,12.515
2,FERRY,FERRY,G,I,3742.0,60.0,,,,
2,FLIGHT,F19,I,F,3975.0,88.0,589.0,1489.0,9.24,12.24
2,FERRY,FERRY,F,E,4063.0,60.0,,,,
2,FLIGHT,F30,E,C,6791.0,120.0,501.0,1401.0,7.284,10.284
2,FLIGHT,F36,C,E,7853.0,116.0,381.0,1281.0,6.547,9.547
2,FERRY,FERRY,E,A,7969.0,60.0,,,,
2,FLIGHT,F44,A,I,9552.0,103.0,265.0,1165.0,5.367,8.367
2,FERRY,FERRY,I,H,9655.0,60.0,,,,
2,FLIGHT,F59,H,F,12648.0,65.0,162.0,1062.0,3.217,6.217
3,FLIGHT,F1,I,H,385.0,121.0,900.0,1800.0,11.733,14.733
3,FERRY,FERRY,H,D,506.0,60.0,,,,
3,FLIGHT,F13,D,F,3355.0,163.0,779.0,1679.0,9.67,12.67
3,FERRY,FERRY,F,D,3518.0,60.0,,,,
3,FLIGHT,F26,D,E,6509.0,179.0,616.0,1516.0,7.48,10.48
3,FERRY,FERRY,E,B,6688.0,60.0,,,,
3,FLIGHT,F39,B,E,8079.0,107.0,437.0,1337.0,6.39,9.39
3,FERRY,FERRY,E,C,8186.0,60.0,,,,
3,FLIGHT,F56,C,E,11157.0,143.0,330.0,1230.0,4.252,7.252
4,FERRY,FERRY,A,B,0.0,60.0,,,,
4,FLIGHT,F5,B,E,802.0,109.0,900.0,1800.0,11.443,14.443
4,FERRY,FERRY,E,C,911.0,60.0,,,,
4,FLIGHT,F20,C,A,3983.0,117.0,791.0,1691.0,9.234,12.234
4,FERRY,FERRY,A,D,4100.0,60.0,,,,
4,FLIGHT,F32,D,G,6873.0,167.0,674.0,1574.0,7.227,10.227
4,FLIGHT,F41,G,F,9224.0,90.0,507.0,1407.0,5.594,8.594
4,FERRY,FERRY,F,B,9314.0,60.0,,,,
4,FLIGHT,F54,B,G,11005.0,147.0,417.0,1317.0,4.358,7.358
5,FERRY,FERRY,A,B,0.0,60.0,,,,
5,FLIGHT,F6,B,C,1879.0,180.0,900.0,1800.0,10.695,13.695
5,FLIGHT,F16,C,I,3630.0,173.0,720.0,1620.0,9.479,12.479
5,FERRY,FERRY,I,D,3803.0,60.0,,,,
5,FLIGHT,F27,D,B,6582.0,143.0,547.0,1447.0,7.429,10.429
5,FLIGHT,F37,B,H,7876.0,155.0,404.0,1304.0,6.531,9.531
5,FERRY,FERRY,H,B,8031.0,60.0,,,,
5,FLIGHT,F43,B,G,9474.0,110.0,249.0,1149.0,5.421,8.421
5,FLIGHT,F47,G,A,9718.0,82.0,139.0,1039.0,5.251,8.251
5,MAINT,A,A,A,9800.0,90.0,,,,
5,FLIGHT,F55,A,G,11081.0,155.0,900.0,957.0,4.305,7.305
5,FERRY,FERRY,G,A,11236.0,60.0,,,,
5,FLIGHT,F63,A,B,13795.0,126.0,745.0,802.0,2.42,5.42
6,FLIGHT,F8,G,A,2115.0,77.0,900.0,1800.0,10.531,13.531
6,FLIGHT,F9,A,G,2370.0,175.0,823.0,1723.0,10.354,13.354
6,FERRY,FERRY,G,C,2545.0,60.0,,,,
6,FLIGHT,F17,C,B,3658.0,84.0,648.0,1548.0,9.46,12.46
6,FERRY,FERRY,B,I,3742.0,60.0,,,,
6,FLIGHT,F28,I,E,6673.0,171.0,564.0,1464.0,7.366,10.366
6,FERRY,FERRY,E,I,6844.0,60.0,,,,
6,FLIGHT,F40,I,E,8267.0,78.0,393.0,1293.0,6.259,9.259
6,FERRY,FERRY,E,H,8345.0,60.0,,,,
