AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FLIGHT,F1,K,I,423.0,150.0,900.0,1800.0,22.706,25.706
0,FLIGHT,F22,I,C,1150.0,100.0,750.0,1650.0,22.201,25.201
0,FLIGHT,F32,C,H,2268.0,97.0,650.0,1550.0,21.425,24.425
0,FLIGHT,F50,H,G,3526.0,176.0,553.0,1453.0,20.551,23.551
0,FLIGHT,F56,G,F,3791.0,169.0,377.0,1277.0,20.367,23.367
0,FLIGHT,F67,F,A,4763.0,171.0,208.0,1108.0,19.692,22.692
0,MAINT,A,A,A,4934.0,90.0,,,,
0,FLIGHT,F78,A,K,5138.0,148.0,900.0,937.0,19.432,22.432
0,FERRY,FERRY,K,D,5286.0,60.0,,,,
0,FLIGHT,F87,D,A,6208.0,96.0,752.0,789.0,18.689,21.689
0,FLIGHT,F132,A,C,9342.0,87.0,656.0,693.0,16.512,19.512
0,FLIGHT,F135,C,H,9446.0,176.0,569.0,606.0,16.44,19.44
0,FLIGHT,F140,H,D,9673.0,128.0,393.0,430.0,16.283,19.283
0,FERRY,FERRY,D,G,9801.0,60.0,,,,
0,FLIGHT,F150,G,L,10536.0,121.0,265.0,302.0,15.683,18.683
0,FERRY,FERRY,L,K,10657.0,60.0,,,,
0,FLIGHT,F196,K,A,13954.0,109.0,144.0,181.0,13.31,16.31
0,FERRY,FERRY,A,L,14063.0,60.0,,,,
0,MAINT,B,L,L,14123.0,180.0,,,,
0,FLIGHT,F239,L,B,16924.0,150.0,900.0,1800.0,11.247,14.247
0,FERRY,FERRY,B,J,17074.0,60.0,,,,
0,FLIGHT,F279,J,I,20843.0,165.0,750.0,1650.0,8.526,11.526
0,FLIGHT,F318,I,A,24080.0,70.0,585.0,1485.0,6.278,9.278
0,FERRY,FERRY,A,L,24150.0,60.0,,,,
0,FLIGHT,F328,L,D,25040.0,73.0,515.0,1415.0,5.611,8.611
0,FLIGHT,F350,D,I,26678.0,108.0,442.0,1342.0,4.474,7.474
0,FLIGHT,F364,I,H,27833.0,122.0,334.0,1234.0,3.672,6.672
0,FERRY,FERRY,H,B,27955.0,60.0,,,,
0,FLIGHT,F379,B,I,28427.0,77.0,212.0,1112.0,3.259,6.259
1,FERRY,FERRY,E,B,0.0,60.0,,,,
1,FLIGHT,F2,B,D,428.0,139.0,900.0,1800.0,22.703,25.703
1,FLIGHT,F62,D,A,3913.0,158.0,761.0,1661.0,20.283,23.283
1,FLIGHT,F91,A,K,6446.0,155.0,603.0,1503.0,18.524,21.524
1,FLIGHT,F96,K,A,6653.0,73.0,448.0,1348.0,18.38,21.38
1,FERRY,FERRY,A,K,6726.0,60.0,,,,
1,FLIGHT,F110,K,B,7755.0,161.0,375.0,1275.0,17.615,20.615
1,FLIGHT,F120,B,E,8294.0,152.0,214.0,1114.0,17.24,20.24
1,MAINT,A,E,E,8446.0,90.0,,,,
1,FLIGHT,F147,E,D,10514.0,165.0,900.0,962.0,15.699,18.699
1,FLIGHT,F159,D,A,10918.0,86.0,735.0,797.0,15.418,18.418
1,FERRY,FERRY,A,B,11004.0,60.0,,,,
1,FLIGHT,F179,B,D,12609.0,127.0,649.0,711.0,14.244,17.244
1,FLIGHT,F189,D,G,13761.0,61.0,522.0,584.0,13.444,16.444
1,FLIGHT,F211,G,A,14966.0,171.0,461.0,523.0,12.607,15.607
1,FLIGHT,F222,A,E,16374.0,120.0,290.0,352.0,11.629,14.629
1,FLIGHT,F234,E,B,16744.0,62.0,170.0,232.0,11.372,14.372
1,FERRY,FERRY,B,I,16806.0,60.0,,,,
1,FLIGHT,F242,I,B,17875.0,80.0,108.0,170.0,10.587,13.587
1,MAINT,B,B,B,17955.0,180.0,,,,
1,FLIGHT,F267,B,G,19611.0,99.0,900.0,1800.0,9.381,12.381
1,FLIGHT,F273,G,E,19729.0,91.0,801.0,1701.0,9.299,12.299
1,FLIGHT,F282,E,C,21035.0,107.0,710.0,1610.0,8.392,11.392
1,FERRY,FERRY,C,E,21142.0,60.0,,,,
1,FLIGHT,F291,E,J,22336.0,151.0,603.0,1503.0,7.489,10.489
1,FERRY,FERRY,J,K,22487.0,60.0,,,,
1,FLIGHT,F330,K,H,25084.0,136.0,452.0,1352.0,5.581,8.581
1,FLIGHT,F356,H,G,26865.0,73.0,316.0,1216.0,4.344,7.344
1,FERRY,FERRY,G,B,26938.0,60.0,,,,
1,FLIGHT,F378,B,I,28418.0,119.0,243.0,1143.0,3.265,6.265
2,FLIGHT,F5,E,G,474.0,129.0,900.0,1800.0,22.671,25.671
2,FERRY,FERRY,G,L,603.0,60.0,,,,
2,FLIGHT,F28,L,B,2200.0,93.0,771.0,1671.0,21.472,24.472
2,FLIGHT,F74,B,L,4862.0,81.0,678.0,1578.0,19.624,22.624
2,FLIGHT,F77,L,J,5015.0,172.0,597.0,1497.0,19.517,22.517
2,FLIGHT,F101,J,D,6806.0,179.0,425.0,1325.0,18.274,21.274
2,FLIGHT,F112,D,H,7798.0,179.0,246.0,1146.0,17.585,20.585
2,FERRY,FERRY,H,I,7977.0,60.0,,,,
2,MAINT,A,I,I,8037.0,90.0,,,,
2,FLIGHT,F125,I,H,9132.0,88.0,900.0,967.0,16.658,19.658
2,FLIGHT,F166,H,F,11998.0,96.0,812.0,879.0,14.668,17.668
2,FERRY,FERRY,F,I,12094.0,60.0,,,,
2,FLIGHT,F172,I,K,12327.0,172.0,716.0,783.0,14.44,17.44
2,FLIGHT,F184,K,C,13426.0,80.0,544.0,611.0,13.676,16.676
2,FLIGHT,F199,C,E,14013.0,158.0,464.0,531.0,13.269,16.269
2,FLIGHT,F229,E,J,16685.0,75.0,306.0,373.0,11.413,14.413
2,FERRY,FERRY,J,D,16760.0,60.0,,,,
2,FLIGHT,F238,D,I,16914.0,152.0,231.0,298.0,11.254,14.254
2,MAINT,A,I,I,17066.0,90.0,,,,
