AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FERRY,FERRY,G,D,0.0,60.0,,,,
0,FLIGHT,F1,D,E,483.0,174.0,900.0,1800.0,19.665,22.665
0,FLIGHT,F41,E,J,6939.0,161.0,726.0,1626.0,15.181,18.181
0,FERRY,FERRY,J,G,7100.0,60.0,,,,
0,FLIGHT,F60,G,L,9459.0,156.0,565.0,1465.0,13.431,16.431
0,FERRY,FERRY,L,A,9615.0,60.0,,,,
0,FLIGHT,F91,A,I,15132.0,100.0,409.0,1309.0,9.492,12.492
0,FLIGHT,F107,I,G,19246.0,166.0,309.0,1209.0,6.635,9.635
0,FLIGHT,F115,G,C,19827.0,127.0,143.0,1043.0,6.231,9.231
0,MAINT,A,C,C,19954.0,90.0,,,,
0,FLIGHT,F119,C,D,21346.0,153.0,900.0,916.0,5.176,8.176
0,FLIGHT,F137,D,A,25217.0,83.0,747.0,763.0,2.488,5.488
0,FERRY,FERRY,A,H,25300.0,60.0,,,,
0,FLIGHT,F144,H,F,25668.0,83.0,664.0,680.0,2.175,5.175
1,FLIGHT,F2,E,D,651.0,166.0,900.0,1800.0,19.548,22.548
1,FLIGHT,F22,D,A,4753.0,107.0,734.0,1634.0,16.699,19.699
1,FERRY,FERRY,A,I,4860.0,60.0,,,,
1,FLIGHT,F36,I,A,6354.0,110.0,627.0,1527.0,15.588,18.587
1,FLIGHT,F44,A,H,7738.0,148.0,517.0,1417.0,14.626,17.626
1,FLIGHT,F48,H,J,7980.0,97.0,369.0,1269.0,14.458,17.458
1,FLIGHT,F61,J,B,9578.0,79.0,272.0,1172.0,13.349,16.349
1,FLIGHT,F76,B,J,12273.0,165.0,193.0,1093.0,11.477,14.477
1,FERRY,FERRY,J,K,12438.0,60.0,,,,
1,MAINT,A,K,K,12498.0,90.0,,,,
1,FLIGHT,F83,K,A,13837.0,179.0,900.0,928.0,10.391,13.391
1,FLIGHT,F87,A,D,15005.0,126.0,721.0,749.0,9.58,12.58
1,FERRY,FERRY,D,L,15131.0,60.0,,,,
1,FLIGHT,F114,L,B,19767.0,174.0,595.0,623.0,6.273,9.273
1,FERRY,FERRY,B,I,19941.0,60.0,,,,
1,FLIGHT,F141,I,G,25332.0,93.0,421.0,449.0,2.408,5.408
2,FERRY,FERRY,L,F,0.0,60.0,,,,
2,FLIGHT,F5,F,C,731.0,83.0,900.0,1800.0,19.492,22.492
2,FLIGHT,F39,C,D,6775.0,155.0,817.0,1717.0,15.295,18.295
2,FLIGHT,F52,D,F,8276.0,106.0,662.0,1562.0,14.253,17.253
2,FLIGHT,F54,F,G,8387.0,94.0,556.0,1456.0,14.176,17.176
2,FLIGHT,F56,G,K,9202.0,73.0,462.0,1362.0,13.61,16.61
2,FERRY,FERRY,K,H,9275.0,60.0,,,,
2,FLIGHT,F74,H,E,12113.0,147.0,389.0,1289.0,11.588,14.588
2,FERRY,FERRY,E,G,12260.0,60.0,,,,
2,FLIGHT,F99,G,B,17735.0,165.0,242.0,1142.0,7.684,10.684
2,FERRY,FERRY,B,A,17900.0,60.0,,,,
2,MAINT,A,A,A,17960.0,90.0,,,,
2,FLIGHT,F133,A,K,24143.0,109.0,900.0,977.0,3.234,6.234
3,FLIGHT,F4,B,I,699.0,170.0,900.0,1800.0,19.515,22.515
3,FLIGHT,F8,I,G,1139.0,73.0,730.0,1630.0,19.209,22.209
3,FLIGHT,F14,G,D,3385.0,120.0,657.0,1557.0,17.649,20.649
3,FLIGHT,F26,D,A,5065.0,70.0,537.0,1437.0,16.483,19.483
3,FERRY,FERRY,A,B,5135.0,60.0,,,,
3,FLIGHT,F43,B,K,7713.0,162.0,467.0,1367.0,14.644,17.644
3,FERRY,FERRY,K,F,7875.0,60.0,,,,
3,FLIGHT,F78,F,B,12456.0,74.0,305.0,1205.0,11.35,14.35
3,FERRY,FERRY,B,E,12530.0,60.0,,,,
3,FLIGHT,F104,E,H,19112.0,108.0,231.0,1131.0,6.728,9.728
3,MAINT,A,H,H,19220.0,90.0,,,,
3,FLIGHT,F126,H,F,23448.0,154.0,900.0,1023.0,3.717,6.717
3,FERRY,FERRY,F,E,23602.0,60.0,,,,
3,FLIGHT,F135,E,B,24936.0,180.0,746.0,869.0,2.683,5.683
4,FLIGHT,F12,G,E,2210.0,121.0,900.0,1800.0,18.465,21.465
4,FERRY,FERRY,E,G,2331.0,60.0,,,,
4,FLIGHT,F25,G,E,4994.0,80.0,779.0,1679.0,16.532,19.532
4,FLIGHT,F50,E,C,8123.0,163.0,699.0,1599.0,14.359,17.359
4,FLIGHT,F57,C,A,9289.0,150.0,536.0,1436.0,13.549,16.549
4,FLIGHT,F63,A,H,10442.0,150.0,386.0,1286.0,12.749,15.749
4,FLIGHT,F68,H,J,10743.0,76.0,236.0,1136.0,12.54,15.54
4,FLIGHT,F77,J,B,12441.0,68.0,160.0,1060.0,11.36,14.36
4,FERRY,FERRY,B,A,12509.0,60.0,,,,
4,MAINT,A,A,A,12569.0,90.0,,,,
4,FLIGHT,F82,A,J,13700.0,98.0,900.0,992.0,10.486,13.486
4,FLIGHT,F94,J,I,16488.0,111.0,802.0,894.0,8.55,11.55
4,FLIGHT,F105,I,E,19150.0,82.0,691.0,783.0,6.701,9.701
4,FLIGHT,F112,E,G,19707.0,162.0,609.0,701.0,6.315,9.315
4,FLIGHT,F116,G,A,20792.0,109.0,447.0,539.0,5.561,8.561
4,FLIGHT,F118,A,F,21128.0,112.0,338.0,430.0,5.328,8.328
4,FERRY,FERRY,F,G,21240.0,60.0,,,,
4,FLIGHT,F120,G,L,22001.0,174.0,226.0,318.0,4.722,7.722
4,MAINT,B,L,L,22175.0,180.0,,,,
4,FLIGHT,F143,L,F,25599.0,177.0,900.0,1800.0,2.223,5.223
5,FLIGHT,F7,G,J,1137.0,141.0,900.0,1800.0,19.21,22.21
5,FLIGHT,F28,J,C,5199.0,66.0,759.0,1659.0,16.39,19.39
5,FERRY,FERRY,C,F,5265.0,60.0,,,,
5,FLIGHT,F33,F,E,6143.0,168.0,693.0,1593.0,15.734,18.734
5,FLIGHT,F55,E,F,8392.0,133.0,525.0,1425.0,14.172,17.172
5,FERRY,FERRY,F,C,8525.0,60.0,,,,
5,FLIGHT,F72,C,D,11944.0,122.0,392.0,1292.0,11.706,14.706
5,FERRY,FERRY,D,A,12066.0,60.0,,,,
5,FLIGHT,F98,A,I,17730.0,155.0,270.0,1170.0,7.688,10.688
5,FLIGHT,F122,I,D,22263.0,66.0,115.0,1015.0,4.54,7.54
5,MAINT,A,D,D,22329.0,90.0,,,,
5,FLIGHT,F129,D,J,23756.0,73.0,900.0,949.0,3.503,6.503
5,FERRY,FERRY,J,E,23829.0,60.0,,,,
5,FLIGHT,F136,E,K,25160.0,75.0,827.0,876.0,2.528,5.528
6,FERRY,FERRY,H,A,0.0,60.0,,,,
6,FLIGHT,F13,A,J,2509.0,91.0,900.0,1800.0,18.258,21.258
6,FERRY,FERRY,J,G,2600.0,60.0,,,,
6,FLIGHT,F53,G,D,8294.0,116.0,809.0,1709.0,14.24,17.24
6,FLIGHT,F73,D,G,11949.0,85.0,693.0,1593.0,11.702,14.702
6,FLIGHT,F85,G,C,14052.0,108.0,608.0,1508.0,10.242,13.242
6,FLIGHT,F89,C,L,15062.0,75.0,500.0,1400.0,9.54,12.54
6,FERRY,FERRY,L,G,15137.0,60.0,,,,
6,FLIGHT,F95,G,J,16694.0,174.0,425.0,1325.0,8.407,11.407
6,FERRY,FERRY,J,I,16868.0,60.0,,,,
6,FLIGHT,F124,I,L,22414.0,145.0,251.0,1151.0,4.435,7.435
7,FERRY,FERRY,K,F,0.0,60.0,,,,
7,FLIGHT,F16,F,I,3502.0,121.0,900.0,1800.0,17.568,20.568
7,FLIGHT,F34,I,F,6212.0,136.0,779.0,1679.0,15.686,18.686
7,FLIGHT,F47,F,H,7960.0,146.0,643.0,1543.0,14.472,17.472
7,FERRY,FERRY,H,I,8106.0,60.0,,,,
7,FLIGHT,F66,I,J,10644.0,163.0,497.0,1397.0,12.608,15.608
7,FLIGHT,F93,J,L,16452.0,127.0,334.0,1234.0,8.575,11.575
