AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FERRY,FERRY,I,A,0.0,60.0,,,,
0,MAINT,B,A,A,60.0,90.0,,,,
0,FLIGHT,F8,A,F,1881.0,102.0,240.0,420.0,0.694,-0.306
0,MAINT,D,F,F,1983.0,420.0,,,,
0,FLIGHT,F27,F,C,3746.0,177.0,240.0,420.0,2.067,4.067
0,FERRY,FERRY,C,F,3923.0,60.0,,,,
0,MAINT,A,F,F,3983.0,45.0,,,,
0,FLIGHT,F35,F,B,6733.0,97.0,240.0,243.0,-0.007,1.993
0,FERRY,FERRY,B,F,6830.0,60.0,,,,
0,MAINT,C,F,F,6890.0,240.0,,,,
0,FLIGHT,F46,F,G,12014.0,116.0,240.0,420.0,-0.392,-1.674
1,FERRY,FERRY,G,D,0.0,60.0,,,,
1,MAINT,A,D,D,60.0,45.0,,,,
1,FLIGHT,F3,D,H,805.0,124.0,240.0,131.0,1.441,1.441
1,MAINT,B,H,H,929.0,90.0,,,,
1,FLIGHT,F17,H,B,2343.0,60.0,240.0,420.0,0.373,0.373
1,FLIGHT,F31,B,D,5322.0,66.0,180.0,360.0,-1.696,-1.696
1,MAINT,D,D,D,5388.0,420.0,,,,
1,FLIGHT,F34,D,C,6559.0,91.0,240.0,420.0,2.478,4.478
1,FERRY,FERRY,C,B,6650.0,60.0,,,,
1,FLIGHT,F37,B,H,8352.0,118.0,149.0,329.0,1.233,3.233
1,FERRY,FERRY,H,B,8470.0,60.0,,,,
1,MAINT,A,B,B,8530.0,45.0,,,,
1,FLIGHT,F50,B,D,13849.0,98.0,240.0,211.0,-2.584,-0.584
2,MAINT,B,I,I,0.0,90.0,,,,
2,FLIGHT,F9,I,B,1908.0,151.0,240.0,420.0,0.675,-0.325
2,FERRY,FERRY,B,I,2059.0,60.0,,,,
2,MAINT,D,I,I,2119.0,420.0,,,,
2,FLIGHT,F21,I,G,2581.0,74.0,240.0,420.0,2.971,4.971
2,FERRY,FERRY,G,A,2655.0,60.0,,,,
2,MAINT,A,A,A,2715.0,45.0,,,,
2,FLIGHT,F33,A,H,6124.0,174.0,240.0,346.0,0.51,2.51
2,MAINT,A,H,H,6298.0,45.0,,,,
2,FLIGHT,F47,H,A,12662.0,163.0,240.0,172.0,-4.03,-2.03
2,MAINT,D,A,A,12825.0,420.0,,,,
2,FLIGHT,F48,A,I,13484.0,81.0,240.0,420.0,2.834,4.834
3,MAINT,C,F,F,0.0,240.0,,,,
3,FLIGHT,F2,F,C,530.0,100.0,240.0,420.0,2.799,0.632
3,FLIGHT,F11,C,B,2025.0,117.0,140.0,320.0,1.76,-0.406
3,FERRY,FERRY,B,E,2142.0,60.0,,,,
3,MAINT,D,E,E,2202.0,420.0,,,,
3,FLIGHT,F22,E,A,3333.0,78.0,240.0,420.0,2.506,4.506
3,FLIGHT,F30,A,G,5281.0,64.0,162.0,342.0,1.153,3.153
3,FERRY,FERRY,G,A,5345.0,60.0,,,,
3,FLIGHT,F38,A,C,8381.0,79.0,98.0,278.0,-0.999,1.001
3,FERRY,FERRY,C,F,8460.0,60.0,,,,
3,MAINT,C,F,F,8520.0,240.0,,,,
3,FLIGHT,F49,F,B,13553.0,169.0,240.0,420.0,-0.328,-2.591
4,MAINT,C,D,D,0.0,240.0,,,,
4,FLIGHT,F1,D,E,444.0,124.0,240.0,420.0,2.858,0.692
4,MAINT,A,E,E,568.0,45.0,,,,
4,FLIGHT,F7,E,G,1095.0,122.0,240.0,296.0,2.406,0.24
4,FERRY,FERRY,G,C,1217.0,60.0,,,,
4,MAINT,A,C,C,1277.0,45.0,,,,
4,FLIGHT,F18,C,D,2356.0,167.0,240.0,174.0,1.531,-0.636
4,FERRY,FERRY,D,I,2523.0,60.0,,,,
4,MAINT,D,I,I,2583.0,420.0,,,,
4,FLIGHT,F41,I,F,9659.0,174.0,240.0,420.0,-1.622,0.378
4,MAINT,C,F,F,9833.0,240.0,,,,
4,FLIGHT,F44,F,E,10998.0,164.0,240.0,420.0,2.358,-0.552
5,MAINT,B,B,B,0.0,90.0,,,,
5,FLIGHT,F6,B,G,891.0,109.0,240.0,420.0,0.381,1.381
5,FLIGHT,F12,G,D,2049.0,122.0,131.0,311.0,-0.423,0.577
5,FERRY,FERRY,D,I,2171.0,60.0,,,,
5,MAINT,C,I,I,2231.0,240.0,,,,
5,FLIGHT,F19,I,C,2483.0,157.0,240.0,420.0,2.992,0.276
5,FERRY,FERRY,C,E,2640.0,60.0,,,,
5,MAINT,A,E,E,2700.0,45.0,,,,
5,FLIGHT,F40,E,D,9358.0,98.0,240.0,263.0,-1.783,-4.499
6,MAINT,D,H,H,0.0,420.0,,,,
6,FLIGHT,F4,H,I,821.0,119.0,240.0,420.0,2.722,4.722
6,FLIGHT,F10,I,H,1917.0,85.0,121.0,301.0,1.96,3.96
6,MAINT,A,H,H,2002.0,45.0,,,,
6,FLIGHT,F13,H,D,2128.0,170.0,240.0,216.0,1.814,3.814
6,MAINT,B,D,D,2298.0,90.0,,,,
6,FLIGHT,F20,D,C,2548.0,160.0,240.0,420.0,1.522,3.522
6,MAINT,A,C,C,2708.0,45.0,,,,
6,FLIGHT,F24,C,F,3415.0,97.0,240.0,260.0,0.92,2.92
6,FLIGHT,F26,F,E,3674.0,90.0,143.0,163.0,0.74,2.74
6,FERRY,FERRY,E,H,3764.0,60.0,,,,
6,MAINT,B,H,H,3824.0,90.0,,,,
6,FLIGHT,F29,H,D,3947.0,76.0,240.0,420.0,0.551,2.551
6,FERRY,FERRY,D,F,4023.0,60.0,,,,
6,MAINT,A,F,F,4083.0,45.0,,,,
6,FLIGHT,F45,F,I,11093.0,173.0,240.0,344.0,-4.412,-2.412
7,FERRY,FERRY,B,C,0.0,60.0,,,,
7,FLIGHT,F14,C,G,2158.0,60.0,76.0,84.0,-0.499,-0.499
7,MAINT,D,G,G,2218.0,420.0,,,,
7,FLIGHT,F23,G,H,3384.0,131.0,240.0,420.0,2.482,4.482
7,MAINT,A,H,H,3515.0,45.0,,,,
7,FLIGHT,F28,H,I,3748.0,123.0,240.0,289.0,2.229,4.229
7,FERRY,FERRY,I,A,3871.0,60.0,,,,
7,MAINT,B,A,A,3931.0,90.0,,,,
7,FLIGHT,F36,A,H,8186.0,179.0,240.0,420.0,-0.853,1.147
8,FERRY,FERRY,B,A,0.0,60.0,,,,
8,MAINT,B,A,A,60.0,90.0,,,,
8,FLIGHT,F15,A,F,2244.0,130.0,240.0,420.0,0.442,-0.558
8,FERRY,FERRY,F,A,2374.0,60.0,,,,
8,MAINT,D,A,A,2434.0,420.0,,,,
8,FLIGHT,F32,A,G,5493.0,107.0,240.0,420.0,1.167,3.167
8,MAINT,A,G,G,5600.0,45.0,,,,
8,FLIGHT,F39,G,C,9028.0,164.0,240.0,313.0,-1.288,0.712
8,MAINT,C,C,C,9192.0,240.0,,,,
8,FLIGHT,F42,C,I,9834.0,141.0,240.0,420.0,2.721,0.153
9,MAINT,D,F,F,0.0,420.0,,,,
9,FLIGHT,F5,F,B,837.0,110.0,240.0,420.0,2.71,4.71
9,MAINT,A,B,B,947.0,45.0,,,,
9,FLIGHT,F16,B,F,2276.0,146.0,240.0,310.0,1.711,3.711
9,FERRY,FERRY,F,H,2422.0,60.0,,,,
9,MAINT,B,H,H,2482.0,90.0,,,,
9,FLIGHT,F25,H,D,3540.0,166.0,240.0,420.0,0.833,2.833
9,FERRY,FERRY,D,G,3706.0,60.0,,,,
9,MAINT,A,G,G,3766.0,45.0,,,,
9,FLIGHT,F43,G,H,10805.0,98.0,240.0,254.0,-4.212,-2.212
