AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FERRY,FERRY,D,E,0.0,60.0,,,,
0,MAINT,C,E,E,60.0,240.0,,,,
0,FLIGHT,F2,E,I,563.0,160.0,240.0,420.0,3.817,0.609
0,FERRY,FERRY,I,B,723.0,60.0,,,,
0,MAINT,A,B,B,783.0,45.0,,,,
0,FLIGHT,F33,B,H,7711.0,135.0,240.0,260.0,-1.147,-4.355
0,FERRY,FERRY,H,F,7846.0,60.0,,,,
0,MAINT,D,F,F,7906.0,420.0,,,,
0,FLIGHT,F48,F,H,10539.0,102.0,240.0,420.0,2.463,5.463
0,FLIGHT,F70,H,E,15144.0,123.0,138.0,318.0,-0.735,2.265
0,MAINT,C,E,E,15267.0,240.0,,,,
0,FLIGHT,F76,E,J,16855.0,62.0,240.0,420.0,3.064,1.077
0,FERRY,FERRY,J,G,16917.0,60.0,,,,
0,FLIGHT,F80,G,F,18203.0,136.0,178.0,358.0,2.128,0.141
1,MAINT,A,D,D,0.0,45.0,,,,
1,FLIGHT,F3,D,C,1944.0,131.0,240.0,136.0,-0.35,0.65
1,MAINT,C,C,C,2075.0,240.0,,,,
1,FLIGHT,F7,C,E,2543.0,169.0,240.0,420.0,3.842,0.234
1,MAINT,A,E,E,2712.0,45.0,,,,
1,FLIGHT,F9,E,F,3493.0,94.0,240.0,251.0,3.182,-0.426
1,FERRY,FERRY,F,H,3587.0,60.0,,,,
1,MAINT,D,H,H,3647.0,420.0,,,,
1,FLIGHT,F31,H,C,7589.0,118.0,240.0,420.0,1.554,4.554
1,MAINT,A,C,C,7707.0,45.0,,,,
1,FLIGHT,F39,C,F,8193.0,180.0,240.0,302.0,1.135,4.135
1,FERRY,FERRY,F,G,8373.0,60.0,,,,
1,MAINT,A,G,G,8433.0,45.0,,,,
1,FLIGHT,F47,G,B,9750.0,115.0,240.0,122.0,0.053,3.053
1,FERRY,FERRY,B,A,9865.0,60.0,,,,
1,MAINT,C,A,A,9925.0,240.0,,,,
1,FLIGHT,F61,A,C,12618.0,70.0,240.0,420.0,2.297,1.062
2,MAINT,B,A,A,0.0,90.0,,,,
2,FLIGHT,F1,A,B,537.0,165.0,240.0,420.0,0.627,0.627
2,MAINT,A,B,B,702.0,45.0,,,,
2,FLIGHT,F14,B,F,3829.0,172.0,240.0,255.0,-1.659,-1.659
2,FERRY,FERRY,F,E,4001.0,60.0,,,,
2,MAINT,D,E,E,4061.0,420.0,,,,
2,FLIGHT,F30,E,F,6745.0,131.0,240.0,420.0,2.428,5.428
2,FERRY,FERRY,F,D,6876.0,60.0,,,,
2,FLIGHT,F43,D,J,9112.0,101.0,109.0,289.0,0.784,3.784
2,FERRY,FERRY,J,I,9213.0,60.0,,,,
2,MAINT,A,I,I,9273.0,45.0,,,,
2,FLIGHT,F56,I,C,12150.0,148.0,240.0,188.0,-1.326,1.674
2,FERRY,FERRY,C,I,12298.0,60.0,,,,
2,MAINT,C,I,I,12358.0,240.0,,,,
2,FLIGHT,F83,I,G,19174.0,144.0,240.0,420.0,-0.567,-3.203
3,MAINT,B,C,C,0.0,90.0,,,,
3,FLIGHT,F4,C,I,1995.0,82.0,240.0,420.0,0.615,0.615
3,FERRY,FERRY,I,G,2077.0,60.0,,,,
3,FLIGHT,F18,G,B,4696.0,64.0,158.0,338.0,-1.261,-1.261
3,MAINT,D,B,B,4760.0,420.0,,,,
3,FLIGHT,F26,B,J,6424.0,68.0,240.0,420.0,3.136,6.136
3,FERRY,FERRY,J,A,6492.0,60.0,,,,
3,FLIGHT,F37,A,C,8026.0,130.0,172.0,352.0,2.024,5.024
3,FERRY,FERRY,C,A,8156.0,60.0,,,,
3,MAINT,A,A,A,8216.0,45.0,,,,
3,FLIGHT,F52,A,D,10859.0,154.0,240.0,222.0,0.056,3.056
3,MAINT,C,D,D,11013.0,240.0,,,,
3,FLIGHT,F75,D,E,16461.0,106.0,240.0,420.0,0.383,-0.834
3,FERRY,FERRY,E,I,16567.0,60.0,,,,
3,MAINT,D,I,I,16627.0,420.0,,,,
3,FLIGHT,F81,I,B,18338.0,75.0,240.0,420.0,3.103,6.103
4,FERRY,FERRY,H,E,0.0,60.0,,,,
4,MAINT,A,E,E,60.0,45.0,,,,
4,FLIGHT,F10,E,C,3533.0,79.0,240.0,127.0,-0.453,-1.453
4,FERRY,FERRY,C,E,3612.0,60.0,,,,
4,MAINT,D,E,E,3672.0,420.0,,,,
4,FLIGHT,F32,E,B,7639.0,79.0,240.0,420.0,1.537,4.537
4,FLIGHT,F34,B,H,7807.0,149.0,161.0,341.0,1.42,4.42
4,FERRY,FERRY,H,E,7956.0,60.0,,,,
4,MAINT,A,E,E,8016.0,45.0,,,,
4,FLIGHT,F49,E,D,10560.0,127.0,240.0,192.0,-0.492,2.508
4,MAINT,C,D,D,10687.0,240.0,,,,
4,FLIGHT,F73,D,C,15500.0,90.0,240.0,420.0,0.824,-0.922
