AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FERRY,FERRY,B,E,0.0,60.0,,,,
0,MAINT,C,E,E,60.0,240.0,,,,
0,FLIGHT,F3,E,B,481.0,97.0,240.0,420.0,2.874,0.666
0,FERRY,FERRY,B,C,578.0,60.0,,,,
0,FLIGHT,F17,C,B,3658.0,84.0,143.0,323.0,0.668,-1.54
0,FERRY,FERRY,B,E,3742.0,60.0,,,,
0,MAINT,D,E,E,3802.0,420.0,,,,
0,FLIGHT,F29,E,G,6699.0,67.0,240.0,420.0,1.28,3.28
0,FLIGHT,F41,G,F,9224.0,90.0,173.0,353.0,-0.474,1.526
0,FERRY,FERRY,F,C,9314.0,60.0,,,,
0,MAINT,C,C,C,9374.0,240.0,,,,
0,FLIGHT,F45,C,G,9685.0,70.0,240.0,420.0,2.951,1.206
0,FERRY,FERRY,G,H,9755.0,60.0,,,,
0,FLIGHT,F59,H,F,12648.0,65.0,170.0,350.0,0.893,-0.851
1,FERRY,FERRY,D,F,0.0,60.0,,,,
1,MAINT,B,F,F,60.0,90.0,,,,
1,FLIGHT,F2,F,D,409.0,180.0,240.0,420.0,1.716,0.716
1,FERRY,FERRY,D,C,589.0,60.0,,,,
1,MAINT,A,C,C,649.0,45.0,,,,
1,FLIGHT,F20,C,A,3983.0,117.0,240.0,240.0,-0.766,-1.766
1,FERRY,FERRY,A,D,4100.0,60.0,,,,
1,MAINT,D,D,D,4160.0,420.0,,,,
1,FLIGHT,F33,D,E,6911.0,136.0,240.0,420.0,1.381,3.381
1,FERRY,FERRY,E,G,7047.0,60.0,,,,
1,FLIGHT,F47,G,A,9718.0,82.0,104.0,284.0,-0.568,1.432
1,MAINT,C,A,A,9800.0,240.0,,,,
1,FLIGHT,F55,A,G,11081.0,155.0,240.0,420.0,2.277,0.485
1,FERRY,FERRY,G,A,11236.0,60.0,,,,
1,MAINT,A,A,A,11296.0,45.0,,,,
1,FLIGHT,F63,A,B,13795.0,126.0,240.0,265.0,0.392,-1.399
2,MAINT,C,B,B,0.0,240.0,,,,
2,FLIGHT,F4,B,I,525.0,147.0,240.0,420.0,2.802,1.635
2,MAINT,A,I,I,672.0,45.0,,,,
2,FLIGHT,F14,I,G,3578.0,164.0,240.0,273.0,0.682,-0.485
2,MAINT,D,G,G,3742.0,420.0,,,,
2,FLIGHT,F21,G,B,5097.0,106.0,240.0,420.0,2.351,4.351
2,FERRY,FERRY,B,H,5203.0,60.0,,,,
2,MAINT,A,H,H,5263.0,45.0,,,,
2,FLIGHT,F23,H,F,6165.0,161.0,240.0,314.0,1.609,3.609
2,FERRY,FERRY,F,I,6326.0,60.0,,,,
2,MAINT,B,I,I,6386.0,90.0,,,,
2,FLIGHT,F28,I,E,6673.0,171.0,240.0,420.0,1.256,3.256
2,FERRY,FERRY,E,B,6844.0,60.0,,,,
2,MAINT,A,B,B,6904.0,45.0,,,,
2,FLIGHT,F39,B,E,8079.0,107.0,240.0,249.0,0.28,2.28
2,FERRY,FERRY,E,C,8186.0,60.0,,,,
2,MAINT,B,C,C,8246.0,90.0,,,,
2,FLIGHT,F56,C,E,11157.0,143.0,240.0,420.0,-1.858,0.142
3,FERRY,FERRY,I,B,0.0,60.0,,,,
3,MAINT,D,B,B,60.0,420.0,,,,
3,FLIGHT,F5,B,E,802.0,109.0,240.0,420.0,2.776,4.776
3,FERRY,FERRY,E,H,911.0,60.0,,,,
3,FLIGHT,F18,H,A,3741.0,83.0,131.0,311.0,0.735,2.735
3,FERRY,FERRY,A,C,3824.0,60.0,,,,
3,MAINT,A,C,C,3884.0,45.0,,,,
3,FLIGHT,F31,C,H,6807.0,125.0,240.0,228.0,-1.394,0.606
3,FERRY,FERRY,H,A,6932.0,60.0,,,,
3,MAINT,C,A,A,6992.0,240.0,,,,
3,FLIGHT,F44,A,I,9552.0,103.0,240.0,420.0,1.389,-1.3
3,FERRY,FERRY,I,F,9655.0,60.0,,,,
3,MAINT,D,F,F,9715.0,420.0,,,,
3,FLIGHT,F62,F,B,13704.0,151.0,240.0,420.0,0.522,2.522
4,MAINT,C,A,A,0.0,240.0,,,,
4,FLIGHT,F9,A,G,2370.0,175.0,240.0,420.0,1.521,0.354
4,FERRY,FERRY,G,A,2545.0,60.0,,,,
4,MAINT,A,A,A,2605.0,45.0,,,,
4,FLIGHT,F15,A,G,3609.0,90.0,240.0,245.0,0.66,-0.506
4,FERRY,FERRY,G,D,3699.0,60.0,,,,
4,MAINT,D,D,D,3759.0,420.0,,,,
4,FLIGHT,F25,D,G,6493.0,162.0,240.0,420.0,1.393,3.393
4,MAINT,A,G,G,6655.0,45.0,,,,
4,FLIGHT,F38,G,D,7974.0,133.0,240.0,258.0,0.365,2.365
