AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FERRY,FERRY,A,D,0.0,60.0,,,,
0,MAINT,D,D,D,60.0,420.0,,,,
0,FLIGHT,F3,D,H,586.0,73.0,240.0,420.0,1.926,3.926
0,FERRY,FERRY,H,C,659.0,60.0,,,,
0,MAINT,A,C,C,719.0,45.0,,,,
0,FLIGHT,F11,C,F,1040.0,173.0,240.0,347.0,1.611,3.611
0,FERRY,FERRY,F,A,1213.0,60.0,,,,
0,MAINT,A,A,A,1273.0,45.0,,,,
0,FLIGHT,F24,A,H,3417.0,160.0,240.0,174.0,-0.04,1.96
0,MAINT,C,H,H,3577.0,240.0,,,,
0,FLIGHT,F38,H,B,5332.0,94.0,240.0,420.0,0.948,0.631
0,FERRY,FERRY,B,H,5426.0,60.0,,,,
0,FLIGHT,F44,H,E,6612.0,87.0,146.0,326.0,0.059,-0.258
0,MAINT,D,E,E,6699.0,420.0,,,,
0,FLIGHT,F48,E,F,8357.0,103.0,240.0,420.0,1.14,3.14
1,FERRY,FERRY,G,D,0.0,60.0,,,,
1,MAINT,A,D,D,60.0,45.0,,,,
1,FLIGHT,F5,D,G,688.0,85.0,240.0,128.0,0.522,0.522
1,FERRY,FERRY,G,H,773.0,60.0,,,,
1,MAINT,B,H,H,833.0,90.0,,,,
1,FLIGHT,F16,H,B,2152.0,70.0,240.0,420.0,-0.494,-0.494
1,MAINT,D,B,B,2222.0,420.0,,,,
1,FLIGHT,F23,B,C,3398.0,134.0,240.0,420.0,1.475,3.475
1,FERRY,FERRY,C,B,3532.0,60.0,,,,
1,MAINT,A,B,B,3592.0,45.0,,,,
1,FLIGHT,F31,B,A,4052.0,169.0,240.0,286.0,1.021,3.021
1,FERRY,FERRY,A,C,4221.0,60.0,,,,
1,MAINT,B,C,C,4281.0,90.0,,,,
1,FLIGHT,F41,C,F,6398.0,125.0,240.0,420.0,-0.608,1.392
2,FERRY,FERRY,B,H,0.0,60.0,,,,
2,MAINT,D,H,H,60.0,420.0,,,,
2,FLIGHT,F4,H,B,678.0,69.0,240.0,420.0,1.863,3.862
2,FERRY,FERRY,B,H,747.0,60.0,,,,
2,MAINT,A,H,H,807.0,45.0,,,,
2,FLIGHT,F15,H,F,1954.0,171.0,240.0,351.0,0.976,2.976
2,FERRY,FERRY,F,A,2125.0,60.0,,,,
2,MAINT,A,A,A,2185.0,45.0,,,,
2,FLIGHT,F30,A,F,4032.0,104.0,240.0,180.0,-0.467,1.533
2,FERRY,FERRY,F,C,4136.0,60.0,,,,
2,MAINT,C,C,C,4196.0,240.0,,,,
2,FLIGHT,F40,C,A,6395.0,139.0,240.0,420.0,0.64,-0.108
2,FERRY,FERRY,A,B,6534.0,60.0,,,,
2,MAINT,D,B,B,6594.0,420.0,,,,
2,FLIGHT,F52,B,D,9364.0,67.0,240.0,420.0,0.368,2.368
3,FERRY,FERRY,C,B,0.0,60.0,,,,
3,MAINT,C,B,B,60.0,240.0,,,,
3,FLIGHT,F8,B,D,935.0,90.0,240.0,420.0,1.559,0.351
3,FERRY,FERRY,D,G,1025.0,60.0,,,,
3,MAINT,A,G,G,1085.0,45.0,,,,
3,FLIGHT,F17,G,D,2400.0,172.0,240.0,330.0,0.542,-0.667
3,MAINT,D,D,D,2572.0,420.0,,,,
3,FLIGHT,F26,D,H,3522.0,100.0,240.0,420.0,1.632,3.632
3,FLIGHT,F32,H,E,4753.0,61.0,140.0,320.0,0.777,2.777
3,FERRY,FERRY,E,G,4814.0,60.0,,,,
3,MAINT,A,G,G,4874.0,45.0,,,,
3,FLIGHT,F35,G,E,5193.0,148.0,240.0,259.0,0.472,2.472
3,FERRY,FERRY,E,B,5341.0,60.0,,,,
3,MAINT,A,B,B,5401.0,45.0,,,,
3,FLIGHT,F45,B,E,7592.0,105.0,240.0,111.0,-1.194,0.806
4,FERRY,FERRY,C,E,0.0,60.0,,,,
4,MAINT,D,E,E,60.0,420.0,,,,
4,FLIGHT,F10,E,C,1001.0,102.0,240.0,420.0,1.638,3.638
4,FERRY,FERRY,C,G,1103.0,60.0,,,,
4,MAINT,A,G,G,1163.0,45.0,,,,
4,FLIGHT,F19,G,B,2418.0,173.0,240.0,318.0,0.654,2.654
4,MAINT,A,B,B,2591.0,45.0,,,,
4,FLIGHT,F27,B,D,3546.0,80.0,240.0,145.0,-0.129,1.871
4,FERRY,FERRY,D,B,3626.0,60.0,,,,
4,MAINT,C,B,B,3686.0,240.0,,,,
4,FLIGHT,F34,B,A,4881.0,118.0,240.0,420.0,1.337,0.944
4,FERRY,FERRY,A,H,4999.0,60.0,,,,
4,FLIGHT,F43,H,F,6478.0,83.0,122.0,302.0,0.228,-0.165
4,FERRY,FERRY,F,H,6561.0,60.0,,,,
4,MAINT,D,H,H,6621.0,420.0,,,,
4,FLIGHT,F53,H,E,9482.0,120.0,240.0,420.0,0.305,2.305
5,MAINT,D,H,H,0.0,420.0,,,,
5,FLIGHT,F1,H,E,539.0,87.0,240.0,420.0,1.917,3.917
5,FLIGHT,F6,E,H,873.0,106.0,153.0,333.0,1.685,3.685
5,FERRY,FERRY,H,E,979.0,60.0,,,,
5,MAINT,A,E,E,1039.0,45.0,,,,
5,FLIGHT,F14,E,A,1944.0,87.0,240.0,227.0,0.942,2.942
5,FERRY,FERRY,A,D,2031.0,60.0,,,,
5,FLIGHT,F21,D,E,2538.0,82.0,153.0,140.0,0.529,2.529
5,MAINT,B,E,E,2620.0,90.0,,,,
5,FLIGHT,F25,E,H,3522.0,156.0,240.0,420.0,-0.154,1.846
5,FERRY,FERRY,H,B,3678.0,60.0,,,,
5,MAINT,C,B,B,3738.0,240.0,,,,
5,FLIGHT,F37,B,G,5303.0,143.0,240.0,420.0,1.08,0.609
5,FLIGHT,F42,G,E,6409.0,84.0,97.0,277.0,0.312,-0.159
5,FERRY,FERRY,E,H,6493.0,60.0,,,,
5,MAINT,D,H,H,6553.0,420.0,,,,
5,FLIGHT,F47,H,G,7849.0,145.0,240.0,420.0,1.392,3.392
5,MAINT,A,G,G,7994.0,45.0,,,,
5,FLIGHT,F51,G,C,9342.0,123.0,240.0,275.0,0.355,2.355
6,MAINT,B,E,E,0.0,90.0,,,,
6,FLIGHT,F2,E,F,552.0,121.0,240.0,420.0,1.617,0.617
6,MAINT,A,F,F,673.0,45.0,,,,
6,FLIGHT,F9,F,B,999.0,172.0,240.0,299.0,1.306,0.306
6,MAINT,B,B,B,1171.0,90.0,,,,
6,FLIGHT,F12,B,A,1816.0,140.0,240.0,420.0,0.739,-0.261
6,MAINT,D,A,A,1956.0,420.0,,,,
6,FLIGHT,F18,A,B,2413.0,110.0,240.0,420.0,1.974,3.974
6,FERRY,FERRY,B,A,2523.0,60.0,,,,
6,FLIGHT,F22,A,D,3372.0,109.0,130.0,310.0,1.308,3.308
6,MAINT,A,D,D,3481.0,45.0,,,,
6,FLIGHT,F29,D,B,4013.0,143.0,240.0,201.0,0.863,2.863
6,FERRY,FERRY,B,G,4156.0,60.0,,,,
6,MAINT,B,G,G,4216.0,90.0,,,,
6,FLIGHT,F33,G,C,4824.0,97.0,240.0,420.0,0.3,2.3
6,FERRY,FERRY,C,B,4921.0,60.0,,,,
6,FLIGHT,F39,B,A,5371.0,75.0,143.0,323.0,-0.08,1.92
6,FERRY,FERRY,A,D,5446.0,60.0,,,,
6,MAINT,C,D,D,5506.0,240.0,,,,
6,FLIGHT,F50,D,B,9080.0,104.0,240.0,420.0,-0.315,-0.656
7,FERRY,FERRY,G,H,0.0,60.0,,,,
7,MAINT,D,H,H,60.0,420.0,,,,
7,FLIGHT,F7,H,E,884.0,69.0,240.0,420.0,1.719,3.719
7,MAINT,A,E,E,953.0,45.0,,,,
7,FLIGHT,F13,E,F,1938.0,178.0,240.0,351.0,0.987,2.987
7,FERRY,FERRY,F,H,2116.0,60.0,,,,
7,MAINT,A,H,H,2176.0,45.0,,,,
7,FLIGHT,F20,H,E,2458.0,162.0,240.0,173.0,0.626,2.626
7,MAINT,B,E,E,2620.0,90.0,,,,
7,FLIGHT,F28,E,C,3644.0,122.0,240.0,420.0,-0.197,1.803
7,FERRY,FERRY,C,B,3766.0,60.0,,,,
