AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FERRY,FERRY,A,H,0.0,60.0,,,,
0,MAINT,B,H,H,60.0,90.0,,,,
0,FLIGHT,F6,H,D,2409.0,174.0,240.0,420.0,0.327,0.327
0,MAINT,A,D,D,2583.0,45.0,,,,
0,FLIGHT,F19,D,G,4935.0,111.0,240.0,246.0,-1.427,-1.427
0,MAINT,D,G,G,5046.0,420.0,,,,
0,FLIGHT,F27,G,E,6157.0,81.0,240.0,420.0,1.52,3.52
0,FERRY,FERRY,E,D,6238.0,60.0,,,,
0,FLIGHT,F31,D,A,6310.0,84.0,159.0,339.0,1.414,3.414
0,FERRY,FERRY,A,E,6394.0,60.0,,,,
0,MAINT,A,E,E,6454.0,45.0,,,,
0,FLIGHT,F38,E,G,7846.0,155.0,240.0,255.0,0.347,2.347
0,MAINT,B,G,G,8001.0,90.0,,,,
0,FLIGHT,F45,G,H,8223.0,151.0,240.0,420.0,0.085,2.085
0,MAINT,C,H,H,8374.0,240.0,,,,
0,FLIGHT,F52,H,B,9166.0,159.0,240.0,420.0,1.617,1.431
1,FERRY,FERRY,D,F,0.0,60.0,,,,
1,MAINT,D,F,F,60.0,420.0,,,,
1,FLIGHT,F4,F,A,2160.0,128.0,240.0,420.0,0.833,2.833
1,MAINT,A,A,A,2288.0,45.0,,,,
1,FLIGHT,F17,A,C,4061.0,125.0,240.0,292.0,-0.487,1.513
1,FERRY,FERRY,C,G,4186.0,60.0,,,,
1,MAINT,C,G,G,4246.0,240.0,,,,
1,FLIGHT,F23,G,C,5276.0,173.0,240.0,420.0,1.451,0.669
1,MAINT,A,C,C,5449.0,45.0,,,,
1,FLIGHT,F33,C,G,6593.0,149.0,240.0,247.0,0.537,-0.245
1,FERRY,FERRY,G,F,6742.0,60.0,,,,
1,MAINT,D,F,F,6802.0,420.0,,,,
1,FLIGHT,F44,F,H,8140.0,102.0,240.0,420.0,1.362,3.362
1,FLIGHT,F49,H,B,8387.0,67.0,138.0,318.0,1.191,3.191
2,MAINT,D,E,E,0.0,420.0,,,,
2,FLIGHT,F2,E,B,706.0,70.0,240.0,420.0,1.801,3.801
2,FLIGHT,F9,B,G,3342.0,111.0,170.0,350.0,-0.029,1.971
2,FERRY,FERRY,G,C,3453.0,60.0,,,,
2,MAINT,C,C,C,3513.0,240.0,,,,
2,FLIGHT,F15,C,F,3861.0,126.0,240.0,420.0,1.925,1.61
2,FERRY,FERRY,F,B,3987.0,60.0,,,,
2,MAINT,A,B,B,4047.0,45.0,,,,
2,FLIGHT,F25,B,D,5440.0,161.0,240.0,294.0,0.828,0.514
2,FERRY,FERRY,D,A,5601.0,60.0,,,,
2,MAINT,B,A,A,5661.0,90.0,,,,
2,FLIGHT,F40,A,F,8005.0,170.0,240.0,420.0,-0.953,-1.267
2,MAINT,D,F,F,8175.0,420.0,,,,
2,FLIGHT,F54,F,C,9305.0,82.0,240.0,420.0,1.507,3.507
2,FERRY,FERRY,C,E,9387.0,60.0,,,,
2,MAINT,A,E,E,9447.0,45.0,,,,
2,FLIGHT,F56,E,H,9614.0,171.0,240.0,338.0,1.292,3.292
3,MAINT,B,G,G,0.0,90.0,,,,
3,FLIGHT,F1,G,F,495.0,102.0,240.0,420.0,1.656,1.656
3,MAINT,A,F,F,597.0,45.0,,,,
3,FLIGHT,F3,F,E,2072.0,148.0,240.0,318.0,0.561,0.561
3,MAINT,A,E,E,2220.0,45.0,,,,
3,FLIGHT,F12,E,A,3635.0,108.0,240.0,170.0,-0.524,-0.524
3,FERRY,FERRY,A,B,3743.0,60.0,,,,
3,MAINT,D,B,B,3803.0,420.0,,,,
