stem,P,H,F,vars,constraints,nodes_max,gap_pct,cpu_s,objective,formulation,routing_scope,status,build_s,wall_s,solver,time_limit_s,peak_rss_mb,error
DataCplex_density=0.5_p=10_h=7_test_0,10,7,102,14860,43819,,,2.325927,827858.0,legacy_endpoint_split,legacy_day_indexed_routing,optimal,1.266393,3.473829,cplexamp,60,,
DataCplex_density=0.5_p=10_h=7_test_0,10,7,102,11978,52119,,,12.742316,827858.0,event_exact_state,connected_event_arcs_no_ferry,optimal,1.404544,14.510975,cplexamp,60,,
DataCplex_density=0.5_p=10_h=15_test_0,10,15,140,38230,95306,,,5.169624,1132028.0,legacy_endpoint_split,legacy_day_indexed_routing,optimal,2.937949,7.57762,cplexamp,60,,
DataCplex_density=0.5_p=10_h=15_test_0,10,15,140,18064,79832,,,9.674598,1132028.0,event_exact_state,connected_event_arcs_no_ferry,optimal,2.817815,12.138025,cplexamp,60,,
DataCplex_density=0.5_p=10_h=21_test_0,10,20,109,38630,82892,,,3.827493,881263.0,legacy_endpoint_split,legacy_day_indexed_routing,optimal,2.834699,6.205096,cplexamp,60,,
DataCplex_density=0.5_p=10_h=21_test_0,10,20,109,13042,56425,,,7.293672,881263.0,event_exact_state,connected_event_arcs_no_ferry,optimal,1.86948,9.037877,cplexamp,60,,
