stem,mode,flights,assigned,unassigned,status,objective,gap_pct,cpu_s,wall_s,num_vars,num_constraints,returncode
ABCD_no_maint_test,heuristic,14,14,0,feasible,14000.000000,,,0.000477,,,0
ABCD_no_maint_test,heuristic,14,14,0,feasible,14000.000000,,,0.002919,,,0
ABCD_no_maint_test,heuristic,14,9,5,feasible,9000.000000,,,0.326596,,,0
ABCD_no_maint_test,heuristic,14,0,14,not_applicable,0.000000,,,0.000000,,,0
ABCD_no_maint_test,heuristic,14,0,14,not_applicable,0.000000,,,0.000000,,,0
