stem,mode,flights,assigned,unassigned,status,objective,gap_pct,cpu_s,wall_s,num_vars,num_constraints,returncode
DataCplex_density=0.95_p=10_h=15_test_0,milp,,,,ERROR,,,,3.19,,,1
DataCplex_density=0.95_p=10_h=7_test_0,milp,,,,ERROR,,,,1.68,,,1
DataCplex_density=0.95_p=20_h=15_test_0,milp,,,,ERROR,,,,9.58,,,1
DataCplex_density=0.95_p=20_h=7_test_0,milp,,,,ERROR,,,,3.45,,,1
