metric,count,mean,median,min,max
d_vars_strict_minus_legacy,1,392.0,392.0,392.0,392.0
d_cons_strict_minus_legacy,1,1453.0,1453.0,1453.0,1453.0
d_vars_event_only_minus_legacy,1,392.0,392.0,392.0,392.0
d_cons_event_only_minus_legacy,1,1109.0,1109.0,1109.0,1109.0
cpu_legacy,1,0.02700018882751465,0.02700018882751465,0.02700018882751465,0.02700018882751465
cpu_event_strict,1,0.026997804641723633,0.026997804641723633,0.026997804641723633,0.026997804641723633
cpu_event_only,1,0.024000167846679688,0.024000167846679688,0.024000167846679688,0.024000167846679688
