stem,P,H,F,vars,constraints,nodes_max,gap_pct,cpu_s,objective,formulation,routing_scope,status,build_s,wall_s,solver,time_limit_s,error
DataCplex_density=0.5_p=10_h=21_test_0,10,20,109,37790,80412,,,3.311429,879906.0,legacy_endpoint_split,legacy_day_indexed_routing,optimal,2.497428,5.811234,cplexamp,60,
DataCplex_density=0.5_p=10_h=21_test_0,10,20,109,13042,56425,,,8.82192,881263.0,event_exact_state,connected_event_arcs_no_ferry,optimal,1.589012,10.707762,cplexamp,60,
