stem,mode,flights,assigned,unassigned,status,objective,gap_pct,cpu_s,wall_s,num_vars,num_constraints,returncode
DataCplex_density=0.5_p=10_h=7_test_0,milp,102,102,0,optimal,827858.000000,0.000075,1.342226,3.686717,,,0
