metric,count,mean,median,min,max
d_vars_strict_minus_legacy,1,351.0,351.0,351.0,351.0
d_cons_strict_minus_legacy,1,1355.0,1355.0,1355.0,1355.0
d_vars_event_only_minus_legacy,1,351.0,351.0,351.0,351.0
d_cons_event_only_minus_legacy,1,403.0,403.0,403.0,403.0
cpu_legacy,1,0.31799936294555664,0.31799936294555664,0.31799936294555664,0.31799936294555664
cpu_event_strict,1,0.33499956130981445,0.33499956130981445,0.33499956130981445,0.33499956130981445
cpu_event_only,1,0.3699629306793213,0.3699629306793213,0.3699629306793213,0.3699629306793213
