stem,method,status,objective,score,flights,assigned,unassigned,gap_pct,wall_s,cpu_s,violations,solver,solver_attempt_order,num_vars,num_constraints,returncode
ABCD_no_maint_test,greedy_baseline,feasible,14000.000000,14000.000000,14,14,0,,0.000477,,0,,,,,0
ABCD_no_maint_test,dijkstra_heuristic,feasible,14000.000000,14000.000000,14,14,0,,0.002919,,0,,,,,0
ABCD_no_maint_test,aco_heuristic,feasible,9000.000000,509000.000000,14,9,5,,0.326596,,5,,,,,0
ABCD_no_maint_test,bruteforce_exact,not_applicable,0.000000,1400000.000000,14,0,14,,0.000000,,14,,,,,0
ABCD_no_maint_test,dp_exact_small,not_applicable,0.000000,1400000.000000,14,0,14,,0.000000,,14,,,,,0
