stem,P,H,F,vars,constraints,nodes_max,gap_pct,cpu_s,objective,formulation,routing_scope,status,build_s,wall_s,solver,time_limit_s,error
DataCplex_density=0.5_p=10_h=10_test_0,10,10,68,5800,13169,,,0.348911,,legacy_endpoint_split,legacy_day_indexed_routing,infeasible,0.485898,1.083099,cplexamp,60,
DataCplex_density=0.5_p=10_h=10_test_0,10,10,68,11124,52124,,,2.749043,47340.0,event_exact_state,connected_event_arcs_no_ferry,optimal,1.398626,4.563712,cplexamp,60,
