stem,P,H,F,vars,constraints,nodes_max,gap_pct,cpu_s,objective,formulation,routing_scope,status,build_s,wall_s,solver,time_limit_s,error
DataCplex_density=0.5_p=10_h=10_test_0,10,10,68,5800,12269,,,1.113367,41134.0,legacy_endpoint_split,legacy_day_indexed_routing,optimal,0.476673,1.791823,cplexamp,60,
DataCplex_density=0.5_p=10_h=10_test_0,10,10,68,11124,52124,,,2.783876,47340.0,event_exact_state,connected_event_arcs_no_ferry,optimal,1.455117,4.73406,cplexamp,60,
