instance,status_legacy,status_event_strict,status_event_only,vars_legacy,vars_event_strict,vars_event_only,cons_legacy,cons_event_strict,cons_event_only,d_vars_strict_minus_legacy,d_cons_strict_minus_legacy,d_vars_event_only_minus_legacy,d_cons_event_only_minus_legacy,obj_legacy,obj_event_strict,obj_event_only,cpu_legacy,cpu_event_strict,cpu_event_only
ABCD_all_checks_test.json,ERROR,ERROR,ERROR,,,,,,,0.0,0.0,0.0,0.0,,,,,,
ABCD_capacity_bottleneck_test.json,unknown,unknown,unknown,744,888,888,1510,2082,1759,144.0,572.0,144.0,249.0,,,,0.024001121520996094,0.024000883102416992,0.024001359939575195
ABCD_check_hierarchy_test.json,unknown,unknown,unknown,1220,1571,1571,2813,4168,3216,351.0,1355.0,351.0,403.0,,,,0.02400064468383789,0.03799867630004883,0.028998613357543945
ABCD_multi_check_test.json,ERROR,ERROR,ERROR,,,,,,,0.0,0.0,0.0,0.0,,,,,,
ABCD_near_threshold_test.json,unknown,unknown,unknown,2424,3384,3384,5832,9472,7208,960.0,3640.0,960.0,1376.0,,,,0.02699899673461914,0.027998685836791992,0.030002832412719727
ABCD_no_maint_test.json,unknown,unknown,unknown,1000,1392,1392,2174,3627,3283,392.0,1453.0,392.0,1109.0,,,,0.02400040626525879,0.0260009765625,0.024001121520996094
ABCD_two_b_one_c_test.json,unknown,unknown,unknown,2850,3330,3330,7201,8984,7268,480.0,1783.0,480.0,67.0,,,,0.026996850967407227,0.03499913215637207,0.03058767318725586
