AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FERRY,FERRY,E,C,0.0,60.0,,,,
0,FLIGHT,F1,C,B,475.0,83.0,900.0,1800.0,9.67,13.67
0,FLIGHT,F13,B,E,3624.0,68.0,817.0,1717.0,7.483,11.483
0,FERRY,FERRY,E,B,3692.0,60.0,,,,
0,FLIGHT,F21,B,D,7895.0,151.0,749.0,1649.0,4.517,8.517
1,FLIGHT,F5,D,C,2271.0,107.0,900.0,1800.0,8.423,12.423
1,FLIGHT,F9,C,F,2533.0,120.0,793.0,1693.0,8.241,12.241
1,FLIGHT,F15,F,D,4030.0,69.0,673.0,1573.0,7.201,11.201
1,FERRY,FERRY,D,F,4099.0,60.0,,,,
1,FLIGHT,F19,F,C,6198.0,169.0,604.0,1504.0,5.696,9.696
2,FERRY,FERRY,G,B,0.0,60.0,,,,
2,FLIGHT,F6,B,A,2283.0,131.0,900.0,1800.0,8.415,12.415
2,FERRY,FERRY,A,H,2414.0,60.0,,,,
2,FLIGHT,F20,H,B,6955.0,83.0,769.0,1669.0,5.17,9.17
2,FLIGHT,F23,B,E,7933.0,146.0,686.0,1586.0,4.491,8.491
2,FLIGHT,F27,E,G,9370.0,89.0,540.0,1440.0,3.493,7.493
3,FLIGHT,F2,E,F,792.0,168.0,900.0,1800.0,9.45,13.45
3,FLIGHT,F10,F,E,2570.0,135.0,732.0,1632.0,8.215,12.215
3,FERRY,FERRY,E,B,2705.0,60.0,,,,
3,FLIGHT,F18,B,D,4916.0,160.0,597.0,1497.0,6.586,10.586
4,FERRY,FERRY,D,B,0.0,60.0,,,,
4,FLIGHT,F7,B,F,2472.0,126.0,900.0,1800.0,8.283,12.283
4,FLIGHT,F16,F,C,4788.0,101.0,774.0,1674.0,6.675,10.675
4,FLIGHT,F22,C,D,7907.0,62.0,673.0,1573.0,4.509,8.509
4,FERRY,FERRY,D,F,7969.0,60.0,,,,
4,FLIGHT,F25,F,B,8263.0,140.0,611.0,1511.0,4.262,8.262
5,FLIGHT,F3,B,F,824.0,92.0,900.0,1800.0,9.428,13.428
5,FLIGHT,F4,F,E,1109.0,168.0,808.0,1708.0,9.23,13.23
5,FERRY,FERRY,E,H,1277.0,60.0,,,,
5,FLIGHT,F17,H,C,4904.0,115.0,640.0,1540.0,6.594,10.594
5,FERRY,FERRY,C,B,5019.0,60.0,,,,
5,FLIGHT,F28,B,G,9403.0,87.0,525.0,1425.0,3.47,7.47
6,FERRY,FERRY,E,F,0.0,60.0,,,,
6,FLIGHT,F11,F,D,2629.0,140.0,900.0,1800.0,8.174,12.174
6,FLIGHT,F12,D,G,3415.0,167.0,760.0,1660.0,7.628,11.628
6,FERRY,FERRY,G,A,3582.0,60.0,,,,
6,FLIGHT,F24,A,E,8209.0,178.0,593.0,1493.0,4.299,8.299
7,FLIGHT,F8,G,E,2521.0,169.0,900.0,1800.0,8.249,12.249
7,FERRY,FERRY,E,H,2690.0,60.0,,,,
7,FLIGHT,F14,H,G,3915.0,164.0,731.0,1631.0,7.281,11.281
7,FERRY,FERRY,G,B,4079.0,60.0,,,,
7,FLIGHT,F26,B,F,8395.0,70.0,567.0,1467.0,4.17,8.17
