AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FERRY,FERRY,C,A,0.0,60.0,,,,
0,FLIGHT,F3,A,B,1068.0,63.0,900.0,1800.0,9.258,13.258
0,FLIGHT,F21,B,C,5344.0,64.0,837.0,1737.0,6.289,10.289
0,FLIGHT,F22,C,B,6153.0,144.0,773.0,1673.0,5.727,9.727
0,FERRY,FERRY,B,D,6297.0,60.0,,,,
0,FLIGHT,F26,D,A,7700.0,156.0,629.0,1529.0,4.653,8.653
0,FERRY,FERRY,A,D,7856.0,60.0,,,,
0,FLIGHT,F35,D,G,9647.0,77.0,473.0,1373.0,3.301,7.301
1,FLIGHT,F2,B,F,605.0,80.0,900.0,1800.0,9.58,13.58
1,FERRY,FERRY,F,A,685.0,60.0,,,,
1,FLIGHT,F14,A,H,3865.0,67.0,820.0,1720.0,7.316,11.316
1,FERRY,FERRY,H,C,3932.0,60.0,,,,
1,FLIGHT,F23,C,F,6316.0,82.0,753.0,1653.0,5.614,9.614
1,FLIGHT,F25,F,B,7697.0,93.0,671.0,1571.0,4.655,8.655
1,FLIGHT,F33,B,A,9313.0,99.0,578.0,1478.0,3.533,7.533
2,FERRY,FERRY,E,D,0.0,60.0,,,,
2,FLIGHT,F6,D,C,2359.0,120.0,900.0,1800.0,8.362,12.362
2,FLIGHT,F19,C,B,5251.0,176.0,780.0,1680.0,6.353,10.353
2,FERRY,FERRY,B,D,5427.0,60.0,,,,
2,FLIGHT,F27,D,B,7728.0,154.0,604.0,1504.0,4.633,8.633
2,FERRY,FERRY,B,H,7882.0,60.0,,,,
2,FLIGHT,F36,H,A,9742.0,79.0,450.0,1350.0,3.235,7.235
3,FLIGHT,F5,B,A,2275.0,105.0,900.0,1800.0,8.42,12.42
3,FLIGHT,F10,A,G,3408.0,96.0,795.0,1695.0,7.633,11.633
3,FERRY,FERRY,G,E,3504.0,60.0,,,,
3,FLIGHT,F16,E,H,4737.0,78.0,699.0,1599.0,6.71,10.71
3,FERRY,FERRY,H,F,4815.0,60.0,,,,
3,FLIGHT,F28,F,C,7910.0,169.0,621.0,1521.0,4.507,8.507
4,FLIGHT,F9,E,G,3334.0,83.0,900.0,1800.0,7.685,11.685
4,FERRY,FERRY,G,E,3417.0,60.0,,,,
4,FLIGHT,F13,E,G,3817.0,112.0,817.0,1717.0,7.349,11.349
4,FERRY,FERRY,G,F,3929.0,60.0,,,,
4,FLIGHT,F24,F,B,6861.0,133.0,705.0,1605.0,5.235,9.235
4,FERRY,FERRY,B,H,6994.0,60.0,,,,
4,FLIGHT,F32,H,F,9279.0,100.0,572.0,1472.0,3.556,7.556
5,FLIGHT,F12,B,F,3515.0,105.0,900.0,1800.0,7.559,11.559
5,FERRY,FERRY,F,H,3620.0,60.0,,,,
5,FLIGHT,F15,H,C,3986.0,170.0,795.0,1695.0,7.232,11.232
5,FLIGHT,F20,C,B,5292.0,61.0,625.0,1525.0,6.325,10.325
5,FERRY,FERRY,B,D,5353.0,60.0,,,,
5,FLIGHT,F30,D,B,9142.0,129.0,564.0,1464.0,3.651,7.651
6,FLIGHT,F1,H,C,517.0,109.0,900.0,1800.0,9.641,13.641
6,FLIGHT,F7,C,G,2474.0,98.0,791.0,1691.0,8.282,12.282
6,FLIGHT,F8,G,B,3332.0,169.0,693.0,1593.0,7.686,11.686
6,FERRY,FERRY,B,E,3501.0,60.0,,,,
6,FLIGHT,F18,E,B,5197.0,102.0,524.0,1424.0,6.391,10.391
6,FERRY,FERRY,B,G,5299.0,60.0,,,,
6,FLIGHT,F31,G,C,9247.0,138.0,422.0,1322.0,3.578,7.578
7,FLIGHT,F4,F,E,1987.0,60.0,900.0,1800.0,8.62,12.62
7,FLIGHT,F11,E,C,3445.0,163.0,840.0,1740.0,7.608,11.608
7,FERRY,FERRY,C,F,3608.0,60.0,,,,
7,FLIGHT,F17,F,A,4787.0,79.0,677.0,1577.0,6.676,10.676
7,FERRY,FERRY,A,H,4866.0,60.0,,,,
7,FLIGHT,F29,H,B,8224.0,81.0,598.0,1498.0,4.289,8.289
7,FERRY,FERRY,B,F,8305.0,60.0,,,,
7,FLIGHT,F34,F,E,9630.0,71.0,517.0,1417.0,3.312,7.312
