AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FLIGHT,F3,K,F,600.0,165.0,900.0,1800.0,19.583,22.583
0,FLIGHT,F22,F,A,2222.0,126.0,735.0,1635.0,18.457,21.457
0,FLIGHT,F36,A,K,3805.0,180.0,609.0,1509.0,17.358,20.358
0,FLIGHT,F39,K,C,4692.0,159.0,429.0,1329.0,16.742,19.742
0,FLIGHT,F41,C,G,4914.0,173.0,270.0,1170.0,16.587,19.587
0,MAINT,A,G,G,5087.0,90.0,,,,
0,FLIGHT,F52,G,F,5413.0,127.0,900.0,997.0,16.241,19.241
0,FERRY,FERRY,F,A,5540.0,60.0,,,,
0,FLIGHT,F56,A,J,6159.0,170.0,773.0,870.0,15.723,18.723
0,FLIGHT,F76,J,L,6728.0,123.0,603.0,700.0,15.328,18.328
0,FLIGHT,F86,L,A,7739.0,117.0,480.0,577.0,14.626,17.626
0,FLIGHT,F90,A,D,8068.0,106.0,363.0,460.0,14.397,17.397
0,FLIGHT,F98,D,C,8332.0,74.0,257.0,354.0,14.214,17.214
0,FERRY,FERRY,C,F,8406.0,60.0,,,,
0,FLIGHT,F104,F,H,9031.0,176.0,183.0,280.0,13.728,16.728
0,MAINT,B,H,H,9207.0,180.0,,,,
0,FLIGHT,F128,H,K,11915.0,155.0,900.0,1800.0,11.726,14.726
0,FERRY,FERRY,K,J,12070.0,60.0,,,,
0,FLIGHT,F151,J,D,13587.0,168.0,745.0,1645.0,10.565,13.565
0,FLIGHT,F190,D,L,17705.0,120.0,577.0,1477.0,7.705,10.705
0,FLIGHT,F198,L,C,18187.0,115.0,457.0,1357.0,7.37,10.37
0,FERRY,FERRY,C,H,18302.0,60.0,,,,
0,FLIGHT,F203,H,E,18380.0,80.0,342.0,1242.0,7.236,10.236
0,FERRY,FERRY,E,F,18460.0,60.0,,,,
0,FLIGHT,F227,F,A,22016.0,84.0,262.0,1162.0,4.711,7.711
0,FLIGHT,F234,A,C,22468.0,153.0,178.0,1078.0,4.397,7.397
0,FERRY,FERRY,C,K,22621.0,60.0,,,,
0,MAINT,A,K,K,22681.0,90.0,,,,
0,FLIGHT,F272,K,B,25565.0,69.0,900.0,925.0,2.247,5.247
1,FLIGHT,F5,H,G,918.0,132.0,900.0,1800.0,19.363,22.363
1,FLIGHT,F11,G,A,1138.0,80.0,768.0,1668.0,19.21,22.21
1,FLIGHT,F31,A,F,3373.0,133.0,688.0,1588.0,17.658,20.658
1,FLIGHT,F37,F,B,4061.0,123.0,555.0,1455.0,17.18,20.18
1,FLIGHT,F45,B,E,5125.0,146.0,432.0,1332.0,16.441,19.441
1,FERRY,FERRY,E,A,5271.0,60.0,,,,
1,FLIGHT,F50,A,H,5365.0,140.0,286.0,1186.0,16.274,19.274
1,FERRY,FERRY,H,D,5505.0,60.0,,,,
1,FLIGHT,F77,D,F,6782.0,116.0,146.0,1046.0,15.29,18.29
1,MAINT,A,F,F,6898.0,90.0,,,,
1,FLIGHT,F96,F,A,8292.0,170.0,900.0,930.0,14.242,17.242
1,FLIGHT,F103,A,D,9027.0,89.0,730.0,760.0,13.731,16.731
1,FLIGHT,F111,D,A,9519.0,100.0,641.0,671.0,13.39,16.39
1,FERRY,FERRY,A,J,9619.0,60.0,,,,
1,FLIGHT,F130,J,B,12002.0,62.0,541.0,571.0,11.665,14.665
1,FLIGHT,F138,B,H,12323.0,147.0,479.0,509.0,11.442,14.442
1,FLIGHT,F146,H,K,13338.0,108.0,332.0,362.0,10.738,13.738
1,FLIGHT,F161,K,D,14024.0,162.0,224.0,254.0,10.261,13.261
1,MAINT,B,D,D,14186.0,180.0,,,,
1,FLIGHT,F179,D,H,15396.0,132.0,900.0,1800.0,9.308,12.308
1,FLIGHT,F186,H,K,16544.0,95.0,768.0,1668.0,8.511,11.511
1,FERRY,FERRY,K,F,16639.0,60.0,,,,
1,FLIGHT,F193,F,J,17841.0,116.0,673.0,1573.0,7.61,10.61
1,FLIGHT,F202,J,F,18356.0,138.0,557.0,1457.0,7.253,10.253
1,FLIGHT,F222,F,L,21326.0,65.0,419.0,1319.0,5.19,8.19
1,FLIGHT,F223,L,H,21962.0,139.0,354.0,1254.0,4.749,7.749
1,FLIGHT,F229,H,E,22265.0,68.0,215.0,1115.0,4.538,7.538
1,FERRY,FERRY,E,F,22333.0,60.0,,,,
1,FLIGHT,F236,F,B,22641.0,142.0,147.0,1047.0,4.277,7.277
1,MAINT,A,B,B,22783.0,90.0,,,,
1,FLIGHT,F258,B,E,24971.0,160.0,900.0,905.0,2.659,5.659
2,FLIGHT,F6,L,F,925.0,131.0,900.0,1800.0,19.358,22.358
2,FLIGHT,F16,F,D,2122.0,163.0,769.0,1669.0,18.526,21.526
2,FERRY,FERRY,D,K,2285.0,60.0,,,,
2,FLIGHT,F42,K,B,4947.0,74.0,606.0,1506.0,16.565,19.565
2,FERRY,FERRY,B,L,5021.0,60.0,,,,
2,FLIGHT,F65,L,J,6377.0,89.0,532.0,1432.0,15.572,18.572
2,FLIGHT,F83,J,A,7586.0,114.0,443.0,1343.0,14.732,17.732
2,FLIGHT,F102,A,E,8392.0,138.0,329.0,1229.0,14.172,17.172
2,FERRY,FERRY,E,J,8530.0,60.0,,,,
2,FLIGHT,F110,J,L,9514.0,61.0,191.0,1091.0,13.393,16.393
2,FLIGHT,F147,L,I,13410.0,80.0,130.0,1030.0,10.688,13.688
2,MAINT,A,I,I,13490.0,90.0,,,,
2,FLIGHT,F153,I,G,13744.0,83.0,900.0,950.0,10.456,13.456
2,FERRY,FERRY,G,K,13827.0,60.0,,,,
2,FLIGHT,F162,K,A,14783.0,147.0,817.0,867.0,9.734,12.734
2,FERRY,FERRY,A,L,14930.0,60.0,,,,
2,FLIGHT,F199,L,J,18240.0,135.0,670.0,720.0,7.333,10.333
2,FERRY,FERRY,J,F,18375.0,60.0,,,,
2,FLIGHT,F226,F,A,22002.0,79.0,535.0,585.0,4.721,7.721
2,FLIGHT,F230,A,E,22273.0,116.0,456.0,506.0,4.533,7.533
2,FLIGHT,F239,E,L,22736.0,125.0,340.0,390.0,4.211,7.211
2,FLIGHT,F242,L,J,23414.0,77.0,215.0,265.0,3.74,6.74
2,FERRY,FERRY,J,D,23491.0,60.0,,,,
2,MAINT,A,D,D,23551.0,90.0,,,,
2,FLIGHT,F273,D,G,25581.0,152.0,900.0,188.0,2.235,5.235
3,FLIGHT,F8,H,F,968.0,140.0,900.0,1800.0,19.328,22.328
3,FLIGHT,F17,F,C,2142.0,81.0,760.0,1660.0,18.512,21.512
3,FLIGHT,F27,C,E,2620.0,158.0,679.0,1579.0,18.181,21.181
3,FERRY,FERRY,E,A,2778.0,60.0,,,,
3,FLIGHT,F44,A,F,5117.0,89.0,521.0,1421.0,16.447,19.447
3,FLIGHT,F49,F,I,5353.0,103.0,432.0,1332.0,16.283,19.283
3,FERRY,FERRY,I,L,5456.0,60.0,,,,
3,FLIGHT,F71,L,E,6505.0,93.0,329.0,1229.0,15.483,18.483
3,FLIGHT,F91,E,H,8123.0,68.0,236.0,1136.0,14.359,17.359
3,FLIGHT,F100,H,E,8387.0,129.0,168.0,1068.0,14.176,17.176
3,MAINT,A,E,E,8516.0,90.0,,,,
3,FLIGHT,F113,E,G,9694.0,103.0,900.0,939.0,13.268,16.268
3,FLIGHT,F119,G,K,10644.0,130.0,797.0,836.0,12.608,15.608
3,FLIGHT,F124,K,L,10867.0,142.0,667.0,706.0,12.453,15.453
3,FLIGHT,F134,L,B,12263.0,92.0,525.0,564.0,11.484,14.484
3,FLIGHT,F139,B,D,12371.0,138.0,433.0,472.0,11.409,14.409
3,FERRY,FERRY,D,B,12509.0,60.0,,,,
3,FLIGHT,F148,B,A,13417.0,81.0,295.0,334.0,10.683,13.683
3,FERRY,FERRY,A,E,13498.0,60.0,,,,
3,FLIGHT,F177,E,L,15355.0,72.0,214.0,253.0,9.337,12.337
3,FLIGHT,F189,L,D,16932.0,108.0,142.0,181.0,8.242,11.242
3,FERRY,FERRY,D,K,17040.0,60.0,,,,
3,MAINT,B,K,K,17100.0,180.0,,,,
3,FLIGHT,F216,K,D,20660.0,155.0,900.0,1800.0,5.653,8.653
3,FLIGHT,F254,D,C,23996.0,153.0,745.0,1645.0,3.336,6.336
3,FERRY,FERRY,C,H,24149.0,60.0,,,,
3,FLIGHT,F261,H,I,25116.0,77.0,592.0,1492.0,2.558,5.558
4,FLIGHT,F1,D,E,419.0,71.0,900.0,1800.0,19.709,22.709
4,FLIGHT,F9,E,G,969.0,74.0,829.0,1729.0,19.327,22.327
4,FERRY,FERRY,G,K,1043.0,60.0,,,,
4,FLIGHT,F30,K,H,3314.0,127.0,755.0,1655.0,17.699,20.699
4,FERRY,FERRY,H,L,3441.0,60.0,,,,
4,FLIGHT,F62,L,A,6256.0,163.0,628.0,1528.0,15.656,18.656
4,FERRY,FERRY,A,K,6419.0,60.0,,,,
4,FLIGHT,F95,K,D,8288.0,171.0,465.0,1365.0,14.244,17.244
4,FLIGHT,F121,D,A,10807.0,139.0,294.0,1194.0,12.495,15.495
4,FLIGHT,F137,A,E,12318.0,137.0,155.0,1055.0,11.446,14.446
4,FERRY,FERRY,E,B,12455.0,60.0,,,,
4,MAINT,A,B,B,12515.0,90.0,,,,
4,FLIGHT,F154,B,J,13817.0,148.0,900.0,918.0,10.405,13.405
4,FLIGHT,F166,J,E,14946.0,84.0,752.0,770.0,9.621,12.621
4,FLIGHT,F170,E,J,15093.0,91.0,668.0,686.0,9.519,12.519
4,FLIGHT,F176,J,G,15341.0,96.0,577.0,595.0,9.347,12.347
4,FLIGHT,F181,G,E,16274.0,139.0,481.0,499.0,8.699,11.699
4,FLIGHT,F183,E,D,16429.0,69.0,342.0,360.0,8.591,11.591
4,FLIGHT,F207,D,F,19120.0,130.0,273.0,291.0,6.722,9.722
4,FERRY,FERRY,F,C,19250.0,60.0,,,,
4,FLIGHT,F214,C,K,20523.0,73.0,143.0,161.0,5.748,8.748
4,MAINT,B,K,K,20596.0,180.0,,,,
4,FLIGHT,F233,K,I,22445.0,122.0,900.0,1800.0,4.413,7.413
4,FERRY,FERRY,I,E,22567.0,60.0,,,,
4,FLIGHT,F252,E,A,23920.0,83.0,778.0,1678.0,3.389,6.389
4,FLIGHT,F255,A,G,24133.0,147.0,695.0,1595.0,3.241,6.241
5,FLIGHT,F4,E,A,850.0,151.0,900.0,1800.0,19.41,22.41
5,FERRY,FERRY,A,F,1001.0,60.0,,,,
5,FLIGHT,F26,F,J,2531.0,101.0,749.0,1649.0,18.242,21.242
5,FLIGHT,F47,J,I,5238.0,173.0,648.0,1548.0,16.363,19.363
5,FLIGHT,F53,I,G,5479.0,151.0,475.0,1375.0,16.195,19.195
5,FERRY,FERRY,G,B,5630.0,60.0,,,,
5,FLIGHT,F70,B,F,6491.0,140.0,324.0,1224.0,15.492,18.492
5,FLIGHT,F88,F,H,7916.0,118.0,184.0,1084.0,14.503,17.503
5,FERRY,FERRY,H,C,8034.0,60.0,,,,
5,MAINT,A,C,C,8094.0,90.0,,,,
5,FLIGHT,F115,C,L,9775.0,117.0,900.0,966.0,13.212,16.212
5,FLIGHT,F150,L,F,13586.0,168.0,783.0,849.0,10.565,13.565
5,FERRY,FERRY,F,G,13754.0,60.0,,,,
5,FLIGHT,F163,G,C,14828.0,139.0,615.0,681.0,9.703,12.703
5,FLIGHT,F195,C,K,18065.0,115.0,476.0,542.0,7.455,10.455
5,FERRY,FERRY,K,G,18180.0,60.0,,,,
5,FLIGHT,F204,G,E,18423.0,121.0,361.0,427.0,7.206,10.206
5,FLIGHT,F228,E,G,22161.0,127.0,240.0,306.0,4.61,7.61
5,FLIGHT,F232,G,J,22444.0,112.0,113.0,179.0,4.414,7.414
5,MAINT,B,J,J,22556.0,180.0,,,,
5,FLIGHT,F243,J,A,23471.0,103.0,900.0,1800.0,3.701,6.701
5,FERRY,FERRY,A,F,23574.0,60.0,,,,
5,FLIGHT,F251,F,K,23896.0,179.0,797.0,1697.0,3.406,6.406
5,FLIGHT,F262,K,L,25121.0,169.0,618.0,1518.0,2.555,5.555
6,FERRY,FERRY,B,J,0.0,60.0,,,,
6,FLIGHT,F10,J,L,1051.0,92.0,900.0,1800.0,19.27,22.27
6,FERRY,FERRY,L,A,1143.0,60.0,,,,
6,FLIGHT,F55,A,C,5518.0,93.0,808.0,1708.0,16.168,19.168
6,FLIGHT,F72,C,J,6584.0,96.0,715.0,1615.0,15.428,18.428
6,FLIGHT,F81,J,I,6899.0,115.0,619.0,1519.0,15.209,18.209
6,FLIGHT,F94,I,K,8215.0,159.0,504.0,1404.0,14.295,17.295
6,FERRY,FERRY,K,B,8374.0,60.0,,,,
6,FLIGHT,F106,B,E,9237.0,144.0,345.0,1245.0,13.585,16.585
6,FERRY,FERRY,E,J,9381.0,60.0,,,,
6,FLIGHT,F143,J,I,12535.0,87.0,201.0,1101.0,11.295,14.295
6,MAINT,A,I,I,12622.0,90.0,,,,
6,FLIGHT,F172,I,A,15189.0,173.0,900.0,1014.0,9.452,12.452
6,FERRY,FERRY,A,B,15362.0,60.0,,,,
6,FLIGHT,F192,B,E,17775.0,158.0,727.0,841.0,7.656,10.656
6,FERRY,FERRY,E,L,17933.0,60.0,,,,
6,FLIGHT,F225,L,G,21979.0,94.0,569.0,683.0,4.737,7.737
6,FLIGHT,F247,G,L,23539.0,70.0,475.0,589.0,3.653,6.653
6,FERRY,FERRY,L,A,23609.0,60.0,,,,
6,FLIGHT,F267,A,L,25420.0,94.0,405.0,519.0,2.347,5.347
7,FLIGHT,F13,L,I,1866.0,107.0,900.0,1800.0,18.704,21.704
7,FLIGHT,F20,I,L,2153.0,89.0,793.0,1693.0,18.505,21.505
7,FERRY,FERRY,L,I,2242.0,60.0,,,,
7,FLIGHT,F32,I,L,3466.0,84.0,704.0,1604.0,17.593,20.593
7,FLIGHT,F61,L,G,6240.0,162.0,620.0,1520.0,15.667,18.667
7,FERRY,FERRY,G,D,6402.0,60.0,,,,
7,FLIGHT,F69,D,B,6490.0,160.0,458.0,1358.0,15.493,18.493
7,FLIGHT,F80,B,C,6867.0,132.0,298.0,1198.0,15.231,18.231
7,FLIGHT,F109,C,J,9513.0,92.0,166.0,1066.0,13.394,16.394
7,FERRY,FERRY,J,I,9605.0,60.0,,,,
7,MAINT,A,I,I,9665.0,90.0,,,,
7,FLIGHT,F118,I,B,10563.0,116.0,900.0,974.0,12.665,15.665
7,FLIGHT,F127,B,G,11911.0,71.0,784.0,858.0,11.728,14.728
7,FLIGHT,F135,G,C,12274.0,144.0,713.0,787.0,11.476,14.476
7,FLIGHT,F145,C,K,12674.0,83.0,569.0,643.0,11.199,14.199
7,FLIGHT,F158,K,L,13902.0,100.0,486.0,560.0,10.346,13.346
7,FERRY,FERRY,L,E,14002.0,60.0,,,,
7,FLIGHT,F167,E,I,14972.0,84.0,386.0,460.0,9.603,12.603
7,FLIGHT,F184,I,K,16500.0,98.0,302.0,376.0,8.542,11.542
7,FERRY,FERRY,K,B,16598.0,60.0,,,,
7,FLIGHT,F209,B,H,19151.0,60.0,204.0,278.0,6.701,9.701
7,FERRY,FERRY,H,K,19211.0,60.0,,,,
7,FLIGHT,F238,K,I,22705.0,78.0,144.0,218.0,4.233,7.233
7,MAINT,A,I,I,22783.0,90.0,,,,
7,FLIGHT,F263,I,F,25280.0,128.0,900.0,140.0,2.444,5.444
8,FERRY,FERRY,D,L,0.0,60.0,,,,
8,FLIGHT,F15,L,G,2038.0,165.0,900.0,1800.0,18.585,21.585
8,FERRY,FERRY,G,D,2203.0,60.0,,,,
8,FLIGHT,F59,D,A,6238.0,165.0,735.0,1635.0,15.668,18.668
8,FLIGHT,F79,A,D,6848.0,117.0,570.0,1470.0,15.244,18.244
8,FLIGHT,F87,D,C,7743.0,171.0,453.0,1353.0,14.623,17.623
8,FLIGHT,F105,C,B,9190.0,147.0,282.0,1182.0,13.618,16.618
8,MAINT,A,B,B,9337.0,90.0,,,,
8,FLIGHT,F112,B,K,9622.0,163.0,900.0,1035.0,13.318,16.318
8,FLIGHT,F116,K,L,9818.0,143.0,737.0,872.0,13.182,16.182
8,FERRY,FERRY,L,I,9961.0,60.0,,,,
8,FLIGHT,F126,I,H,11264.0,110.0,594.0,729.0,12.178,15.178
8,FLIGHT,F141,H,D,12482.0,114.0,484.0,619.0,11.332,14.332
8,FLIGHT,F160,D,C,14020.0,152.0,370.0,505.0,10.264,13.264
8,FLIGHT,F171,C,K,15107.0,71.0,218.0,353.0,9.509,12.509
8,FLIGHT,F174,K,E,15253.0,108.0,147.0,282.0,9.408,12.408
8,MAINT,A,E,E,15361.0,90.0,,,,
8,FLIGHT,F182,E,J,16283.0,98.0,900.0,174.0,8.692,11.692
8,FERRY,FERRY,J,E,16381.0,60.0,,,,
8,MAINT,B,E,E,16441.0,180.0,,,,
8,FLIGHT,F191,E,J,17742.0,115.0,900.0,1800.0,7.679,10.679
8,FLIGHT,F196,J,C,18105.0,81.0,785.0,1685.0,7.427,10.427
8,FLIGHT,F210,C,J,19189.0,135.0,704.0,1604.0,6.674,9.674
8,FERRY,FERRY,J,A,19324.0,60.0,,,,
8,FLIGHT,F224,A,I,21977.0,155.0,569.0,1469.0,4.738,7.738
8,FLIGHT,F235,I,C,22510.0,127.0,414.0,1314.0,4.368,7.368
8,FERRY,FERRY,C,B,22637.0,60.0,,,,
8,FLIGHT,F271,B,J,25511.0,167.0,287.0,1187.0,2.284,5.284
9,FLIGHT,F2,J,H,510.0,61.0,900.0,1800.0,19.646,22.646
9,FLIGHT,F12,H,B,1199.0,155.0,839.0,1739.0,19.167,22.167
9,FLIGHT,F24,B,A,2395.0,122.0,684.0,1584.0,18.337,21.337
9,FERRY,FERRY,A,D,2517.0,60.0,,,,
9,FLIGHT,F43,D,H,5115.0,178.0,562.0,1462.0,16.448,19.448
9,FLIGHT,F64,H,G,6376.0,166.0,384.0,1284.0,15.572,18.572
9,FLIGHT,F74,G,C,6658.0,121.0,218.0,1118.0,15.376,18.376
9,FERRY,FERRY,C,K,6779.0,60.0,,,,
9,FLIGHT,F89,K,H,8003.0,71.0,97.0,997.0,14.442,17.442
9,FERRY,FERRY,H,G,8074.0,60.0,,,,
9,MAINT,A,G,G,8134.0,90.0,,,,
9,FLIGHT,F120,G,C,10649.0,145.0,900.0,926.0,12.605,15.605
9,FLIGHT,F131,C,G,12004.0,73.0,755.0,781.0,11.664,14.664
9,FLIGHT,F136,G,C,12294.0,139.0,682.0,708.0,11.463,14.463
9,FLIGHT,F159,C,F,14014.0,133.0,543.0,569.0,10.268,13.268
9,FERRY,FERRY,F,H,14147.0,60.0,,,,
9,FLIGHT,F175,H,A,15260.0,134.0,410.0,436.0,9.403,12.403
9,FLIGHT,F200,A,D,18241.0,110.0,276.0,302.0,7.333,10.333
9,FERRY,FERRY,D,A,18351.0,60.0,,,,
9,FLIGHT,F211,A,C,19271.0,140.0,166.0,192.0,6.617,9.617
9,MAINT,B,C,C,19411.0,180.0,,,,
9,FLIGHT,F215,C,G,20613.0,91.0,900.0,1800.0,5.685,8.685
9,FLIGHT,F241,G,J,22758.0,166.0,809.0,1709.0,4.196,7.196
9,FLIGHT,F253,J,D,23982.0,177.0,643.0,1543.0,3.346,6.346
