AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FERRY,FERRY,A,K,0.0,60.0,,,,
0,FLIGHT,F8,K,H,782.0,124.0,900.0,1800.0,19.457,22.457
0,FLIGHT,F32,H,F,2408.0,117.0,776.0,1676.0,18.328,21.328
0,FLIGHT,F50,F,J,3764.0,84.0,659.0,1559.0,17.386,20.386
0,FLIGHT,F53,J,D,4858.0,86.0,575.0,1475.0,16.626,19.626
0,FLIGHT,F73,D,K,6670.0,173.0,489.0,1389.0,15.368,18.368
0,FLIGHT,F79,K,E,7639.0,77.0,316.0,1216.0,14.695,17.695
0,FLIGHT,F84,E,A,7777.0,174.0,239.0,1139.0,14.599,17.599
0,FLIGHT,F92,A,I,8198.0,60.0,65.0,965.0,14.307,17.307
0,FERRY,FERRY,I,C,8258.0,60.0,,,,
0,MAINT,A,C,C,8318.0,90.0,,,,
0,FLIGHT,F97,C,A,9102.0,96.0,900.0,905.0,13.679,16.679
0,FLIGHT,F115,A,J,11973.0,169.0,804.0,809.0,11.685,14.685
0,FLIGHT,F125,J,L,12627.0,159.0,635.0,640.0,11.231,14.231
0,FLIGHT,F129,L,G,13352.0,92.0,476.0,481.0,10.728,13.728
0,FLIGHT,F140,G,E,15165.0,74.0,384.0,389.0,9.469,12.469
0,FLIGHT,F143,E,J,15538.0,134.0,310.0,315.0,9.21,12.21
0,FERRY,FERRY,J,G,15672.0,60.0,,,,
0,FLIGHT,F147,G,I,16410.0,94.0,176.0,181.0,8.604,11.604
0,MAINT,B,I,I,16504.0,180.0,,,,
0,FLIGHT,F176,I,G,19315.0,107.0,900.0,1800.0,6.587,9.587
0,FLIGHT,F177,G,L,19424.0,176.0,793.0,1693.0,6.511,9.511
0,FLIGHT,F182,L,D,19638.0,157.0,617.0,1517.0,6.363,9.363
0,FLIGHT,F190,D,K,20841.0,116.0,460.0,1360.0,5.527,8.527
0,FERRY,FERRY,K,B,20957.0,60.0,,,,
0,FLIGHT,F199,B,C,21973.0,144.0,344.0,1244.0,4.741,7.741
0,FLIGHT,F222,C,K,24899.0,136.0,200.0,1100.0,2.709,5.709
1,FERRY,FERRY,C,D,0.0,60.0,,,,
1,FLIGHT,F1,D,E,407.0,150.0,900.0,1800.0,19.717,22.717
1,FLIGHT,F48,E,C,3715.0,130.0,750.0,1650.0,17.42,20.42
1,FERRY,FERRY,C,K,3845.0,60.0,,,,
1,FLIGHT,F58,K,E,5136.0,129.0,620.0,1520.0,16.433,19.433
1,FLIGHT,F70,E,I,6406.0,68.0,491.0,1391.0,15.551,18.551
1,FLIGHT,F88,I,A,7936.0,92.0,423.0,1323.0,14.489,17.489
1,FERRY,FERRY,A,C,8028.0,60.0,,,,
1,FLIGHT,F104,C,A,10545.0,125.0,331.0,1231.0,12.677,15.677
1,FLIGHT,F138,A,I,15065.0,173.0,206.0,1106.0,9.538,12.538
1,FERRY,FERRY,I,H,15238.0,60.0,,,,
1,MAINT,A,H,H,15298.0,90.0,,,,
1,FLIGHT,F151,H,D,16483.0,169.0,900.0,933.0,8.553,11.553
1,FERRY,FERRY,D,F,16652.0,60.0,,,,
1,FLIGHT,F184,F,K,19754.0,70.0,731.0,764.0,6.282,9.282
1,FERRY,FERRY,K,I,19824.0,60.0,,,,
1,FLIGHT,F214,I,J,23826.0,176.0,661.0,694.0,3.454,6.454
1,FLIGHT,F228,J,G,25560.0,116.0,485.0,518.0,2.25,5.25
2,FLIGHT,F3,E,I,536.0,168.0,900.0,1800.0,19.628,22.628
2,FERRY,FERRY,I,D,704.0,60.0,,,,
2,FLIGHT,F29,D,L,2345.0,134.0,732.0,1632.0,18.372,21.372
2,FLIGHT,F57,L,I,5128.0,109.0,598.0,1498.0,16.439,19.439
2,FLIGHT,F61,I,A,5300.0,97.0,489.0,1389.0,16.319,19.319
2,FLIGHT,F65,A,J,6191.0,72.0,392.0,1292.0,15.701,18.701
2,FLIGHT,F68,J,L,6326.0,137.0,320.0,1220.0,15.607,18.607
2,FLIGHT,F72,L,H,6555.0,135.0,183.0,1083.0,15.448,18.448
2,MAINT,A,H,H,6690.0,90.0,,,,
2,FLIGHT,F94,H,B,8202.0,149.0,900.0,948.0,14.304,17.304
2,FERRY,FERRY,B,D,8351.0,60.0,,,,
2,FLIGHT,F99,D,G,9249.0,118.0,751.0,799.0,13.577,16.577
2,FLIGHT,F106,G,A,10637.0,115.0,633.0,681.0,12.613,15.613
2,FERRY,FERRY,A,F,10752.0,60.0,,,,
2,FLIGHT,F127,F,I,12676.0,177.0,518.0,566.0,11.197,14.197
2,FERRY,FERRY,I,L,12853.0,60.0,,,,
2,FLIGHT,F168,L,H,18194.0,133.0,341.0,389.0,7.365,10.365
2,FLIGHT,F201,H,F,22125.0,162.0,208.0,256.0,4.635,7.635
2,FERRY,FERRY,F,G,22287.0,60.0,,,,
2,MAINT,B,G,G,22347.0,180.0,,,,
2,FLIGHT,F208,G,L,22577.0,163.0,900.0,1800.0,4.322,7.322
