AID,Type,ID,From,To,Dep(min),Dur(min),Rem_A(min),Rem_B(min),Rem_C(days),Rem_D(days)
0,FERRY,FERRY,A,H,0.0,60.0,,,,
0,FLIGHT,F4,H,B,678.0,69.0,900.0,1800.0,9.529,13.529
0,FERRY,FERRY,B,E,747.0,60.0,,,,
0,FLIGHT,F14,E,A,1944.0,87.0,831.0,1731.0,8.65,12.65
0,FLIGHT,F22,A,D,3372.0,109.0,744.0,1644.0,7.658,11.658
0,FLIGHT,F26,D,H,3522.0,100.0,635.0,1535.0,7.554,11.554
0,FLIGHT,F32,H,E,4753.0,61.0,535.0,1435.0,6.699,10.699
0,FERRY,FERRY,E,B,4814.0,60.0,,,,
0,FLIGHT,F37,B,G,5303.0,143.0,474.0,1374.0,6.317,10.317
0,FERRY,FERRY,G,H,5446.0,60.0,,,,
0,FLIGHT,F47,H,G,7849.0,145.0,331.0,1231.0,4.549,8.549
1,FERRY,FERRY,G,D,0.0,60.0,,,,
1,FLIGHT,F3,D,H,586.0,73.0,900.0,1800.0,9.593,13.593
1,FLIGHT,F15,H,F,1954.0,171.0,827.0,1727.0,8.643,12.643
1,FERRY,FERRY,F,H,2125.0,60.0,,,,
1,FLIGHT,F20,H,E,2458.0,162.0,656.0,1556.0,8.293,12.293
1,FERRY,FERRY,E,G,2620.0,60.0,,,,
1,FLIGHT,F33,G,C,4824.0,97.0,494.0,1394.0,6.65,10.65
1,FLIGHT,F40,C,A,6395.0,139.0,397.0,1297.0,5.559,9.559
1,FERRY,FERRY,A,G,6534.0,60.0,,,,
1,FLIGHT,F49,G,C,9034.0,134.0,258.0,1158.0,3.726,7.726
2,FERRY,FERRY,B,D,0.0,60.0,,,,
2,FLIGHT,F5,D,G,688.0,85.0,900.0,1800.0,9.522,13.522
2,FLIGHT,F17,G,D,2400.0,172.0,815.0,1715.0,8.333,12.333
2,FERRY,FERRY,D,A,2572.0,60.0,,,,
2,FLIGHT,F24,A,H,3417.0,160.0,643.0,1543.0,7.627,11.627
